id,maison_fs_id,mois,annee,nb_demandes,nb_demandes_resolues,temps_moyen_resolution,satisfaction_moyenne,nb_usagers_uniques,nb_nouveaux_usagers,taux_retour_usagers
512,212,6,2025,355,336,57,3.69,295,40,0.38
513,213,6,2025,145,131,70,3.99,147,16,0.35
514,214,6,2025,132,122,32,4.42,142,24,0.45
515,215,6,2025,352,322,65,4.0,215,39,0.38
516,216,6,2025,214,200,49,4.67,109,32,0.63
517,217,6,2025,434,370,70,4.53,167,23,0.33
518,218,6,2025,212,180,56,4.38,246,15,0.64
519,219,6,2025,296,269,54,3.55,219,44,0.4
520,220,6,2025,416,370,52,3.63,267,39,0.45
521,221,6,2025,302,255,74,4.72,200,12,0.4
522,222,6,2025,261,232,85,3.95,145,31,0.47
523,223,6,2025,417,386,82,4.67,172,48,0.5
524,224,6,2025,497,453,84,4.36,80,48,0.6
525,225,6,2025,133,107,63,4.04,144,11,0.53
526,226,6,2025,417,364,43,4.77,134,37,0.54
527,227,6,2025,335,275,45,4.66,157,33,0.31
528,228,6,2025,336,273,75,3.96,288,35,0.59
529,229,6,2025,402,347,46,3.56,256,30,0.47
530,230,6,2025,492,461,72,3.82,134,11,0.65
531,231,6,2025,272,235,30,4.65,273,13,0.46
532,232,6,2025,319,280,24,4.11,201,50,0.57
533,233,6,2025,142,126,71,4.73,221,29,0.56
534,234,6,2025,480,384,31,4.07,225,30,0.31
535,235,6,2025,486,458,37,4.78,169,12,0.55
536,236,6,2025,225,184,38,4.06,83,30,0.38
537,237,6,2025,156,127,64,3.96,264,16,0.42
538,238,6,2025,290,249,87,4.63,264,24,0.55
539,239,6,2025,431,400,45,4.14,203,17,0.53
540,240,6,2025,355,317,22,3.65,266,10,0.34
541,241,6,2025,392,325,26,4.17,255,27,0.49
542,242,6,2025,159,129,50,3.67,151,25,0.37
543,243,6,2025,451,380,54,4.48,140,11,0.49
544,244,6,2025,266,217,48,4.64,185,16,0.57
545,245,6,2025,324,302,47,4.49,240,39,0.58
546,246,6,2025,226,199,60,3.81,177,38,0.36
547,247,6,2025,372,326,74,3.96,144,38,0.37
548,248,6,2025,492,423,55,4.43,120,45,0.45
549,249,6,2025,498,433,42,4.07,150,30,0.42
550,250,6,2025,473,407,86,4.44,103,11,0.44
551,251,6,2025,331,271,28,3.76,294,41,0.32
552,252,6,2025,104,86,20,3.66,180,20,0.55
553,253,6,2025,253,222,74,4.42,236,12,0.68
554,254,6,2025,243,208,31,3.87,247,33,0.42
555,255,6,2025,114,92,49,3.84,287,30,0.52
556,256,6,2025,496,435,20,4.54,230,22,0.43
557,257,6,2025,195,167,90,3.61,189,13,0.57
558,258,6,2025,122,109,23,4.07,201,23,0.55
559,259,6,2025,336,308,69,4.14,238,28,0.65
560,260,6,2025,187,152,86,4.72,231,12,0.45
561,261,6,2025,303,266,86,3.71,146,18,0.58
562,262,6,2025,140,118,47,3.57,194,14,0.69
563,263,6,2025,182,164,37,3.6,88,41,0.53
564,264,6,2025,367,317,85,3.61,285,40,0.5
565,265,6,2025,179,154,79,4.57,132,13,0.55
566,266,6,2025,110,89,88,4.16,133,24,0.65
567,267,6,2025,318,298,76,3.84,180,16,0.45
568,268,6,2025,370,309,31,3.89,250,45,0.38
569,269,6,2025,133,119,22,4.61,208,17,0.4
570,270,6,2025,192,164,23,4.27,288,35,0.31
571,271,6,2025,468,386,32,4.18,87,49,0.39
572,272,6,2025,102,88,37,3.65,214,33,0.42
573,273,6,2025,200,166,90,4.74,176,15,0.43
574,274,6,2025,115,100,80,4.68,111,25,0.34
575,275,6,2025,145,118,87,3.69,143,41,0.42
576,276,6,2025,413,380,75,3.67,190,16,0.42
577,277,6,2025,440,397,46,4.61,271,23,0.42
578,278,6,2025,450,399,30,3.72,241,38,0.55
579,279,6,2025,143,130,65,4.74,101,29,0.63
580,280,6,2025,415,360,34,3.59,101,35,0.65
581,281,6,2025,376,334,35,4.02,252,17,0.59
582,282,6,2025,150,123,59,4.0,276,42,0.36
583,283,6,2025,499,416,63,3.82,231,40,0.48
584,284,6,2025,154,128,27,3.78,203,44,0.58
585,285,6,2025,326,298,58,4.44,256,33,0.55
586,286,6,2025,202,188,81,4.5,238,48,0.51
587,287,6,2025,338,295,68,3.85,88,19,0.63
588,288,6,2025,330,264,78,3.88,232,35,0.67
589,289,6,2025,380,310,49,4.47,139,39,0.33
590,290,6,2025,238,193,61,4.68,232,41,0.56
591,291,6,2025,387,324,69,4.45,254,42,0.44
592,292,6,2025,146,137,33,4.58,221,22,0.3
593,293,6,2025,138,113,51,3.9,300,34,0.6
594,294,6,2025,463,399,27,4.78,209,39,0.49
595,295,6,2025,452,427,40,4.03,219,48,0.36
596,296,6,2025,167,139,81,3.58,282,28,0.44
597,297,6,2025,361,296,40,3.82,160,46,0.52
598,298,6,2025,454,430,32,4.67,91,26,0.55
599,299,6,2025,199,188,65,4.41,259,35,0.53
600,300,6,2025,484,425,83,4.0,268,34,0.67
601,1,5,2025,408,355,26,4.38,128,25,0.48
602,2,5,2025,198,165,61,3.56,140,22,0.52
603,3,5,2025,411,331,76,3.98,282,49,0.58
604,4,5,2025,414,338,37,3.87,292,34,0.54
605,5,5,2025,375,311,65,4.67,170,24,0.61
606,6,5,2025,499,456,47,3.74,180,33,0.35
607,7,5,2025,165,140,82,4.5,158,31,0.55
608,8,5,2025,249,204,57,3.67,196,38,0.67
609,9,5,2025,150,133,26,4.14,292,35,0.32
610,10,5,2025,339,274,56,4.22,96,42,0.6
611,11,5,2025,377,338,38,3.57,102,46,0.53
612,12,5,2025,368,314,79,4.8,117,27,0.32
613,13,5,2025,111,90,54,4.64,185,43,0.41
614,14,5,2025,169,148,65,4.53,214,27,0.68
615,15,5,2025,302,253,59,3.56,200,36,0.6
616,16,5,2025,337,289,58,4.61,189,33,0.35
617,17,5,2025,355,286,62,3.72,136,18,0.56
618,18,5,2025,295,242,50,4.09,161,25,0.65
619,19,5,2025,496,469,74,3.62,273,19,0.36
620,20,5,2025,459,374,77,4.73,256,44,0.34
621,21,5,2025,394,350,57,4.24,276,34,0.39
622,22,5,2025,247,203,74,4.08,93,30,0.69
623,23,5,2025,478,416,68,3.98,240,47,0.37
624,24,5,2025,418,375,69,3.95,86,48,0.4
625,25,5,2025,327,271,68,4.17,163,25,0.63
626,26,5,2025,140,113,62,4.8,267,28,0.66
627,27,5,2025,285,237,42,4.71,278,25,0.32
628,28,5,2025,187,157,35,3.62,280,35,0.44
629,29,5,2025,241,215,72,4.48,279,41,0.34
630,30,5,2025,109,94,68,3.87,251,27,0.44
631,31,5,2025,318,284,36,4.22,126,35,0.44
632,32,5,2025,199,161,77,3.79,98,38,0.51
633,33,5,2025,183,168,56,4.1,148,37,0.44
634,34,5,2025,419,388,37,4.28,205,32,0.41
635,35,5,2025,178,152,74,4.37,138,10,0.38
636,36,5,2025,314,256,85,4.64,289,47,0.42
637,37,5,2025,176,143,90,4.38,253,25,0.55
638,38,5,2025,299,260,76,4.76,170,25,0.33
639,39,5,2025,420,364,64,3.89,195,36,0.58
640,40,5,2025,392,332,81,4.11,187,10,0.43
641,41,5,2025,415,352,21,4.47,87,24,0.48
642,42,5,2025,369,321,65,4.6,157,21,0.48
643,43,5,2025,103,85,71,3.8,178,47,0.52
644,44,5,2025,159,142,40,4.29,248,42,0.57
645,45,5,2025,480,430,35,4.29,111,44,0.33
646,46,5,2025,269,239,69,3.97,81,38,0.5
647,47,5,2025,179,157,27,4.01,124,26,0.66
648,48,5,2025,431,359,80,3.62,262,41,0.38
649,49,5,2025,425,394,66,4.44,272,47,0.57
650,50,5,2025,363,315,67,4.1,284,50,0.49
651,51,5,2025,461,383,70,4.77,109,24,0.66
652,52,5,2025,317,289,74,4.01,81,50,0.35
653,53,5,2025,260,244,76,4.74,199,48,0.4
654,54,5,2025,137,129,36,3.86,276,48,0.34
655,55,5,2025,484,423,31,4.2,143,22,0.41
656,56,5,2025,365,322,69,3.67,216,32,0.32
657,57,5,2025,308,262,22,4.24,283,41,0.59
658,58,5,2025,195,180,80,4.0,292,11,0.47
659,59,5,2025,160,130,73,4.05,202,48,0.56
660,60,5,2025,371,341,29,4.09,83,46,0.4
661,61,5,2025,128,113,76,3.85,234,47,0.46
662,62,5,2025,458,413,82,4.12,197,11,0.32
663,63,5,2025,255,231,27,4.56,107,15,0.56
664,64,5,2025,243,209,37,4.35,291,23,0.64
665,65,5,2025,204,179,54,4.28,247,50,0.45
666,66,5,2025,267,227,32,4.71,107,43,0.36
667,67,5,2025,307,283,61,4.35,158,39,0.62
668,68,5,2025,309,258,21,4.05,236,27,0.36
669,69,5,2025,399,358,65,4.49,235,42,0.32
670,70,5,2025,300,245,56,4.25,270,48,0.55
671,71,5,2025,170,139,33,4.24,162,49,0.69
672,72,5,2025,375,347,81,4.54,84,11,0.42
673,73,5,2025,161,148,78,4.07,109,38,0.49
674,74,5,2025,284,242,62,4.18,294,18,0.68
675,75,5,2025,134,120,41,3.97,222,22,0.41
676,76,5,2025,436,397,58,3.7,119,26,0.33
677,77,5,2025,449,386,49,3.92,187,31,0.5
678,78,5,2025,451,364,27,3.95,198,44,0.41
679,79,5,2025,235,190,42,4.16,147,31,0.54
680,80,5,2025,473,425,70,3.67,257,20,0.45
681,81,5,2025,464,414,29,4.24,247,11,0.59
682,82,5,2025,373,327,52,4.6,295,41,0.46
683,83,5,2025,280,243,85,4.52,93,18,0.62
684,84,5,2025,157,125,80,4.65,129,34,0.61
685,85,5,2025,182,164,53,4.43,224,13,0.47
686,86,5,2025,288,271,49,3.82,172,42,0.54
687,87,5,2025,128,115,43,4.51,217,50,0.48
688,88,5,2025,421,397,43,4.68,182,21,0.48
689,89,5,2025,305,287,59,4.18,195,26,0.69
690,90,5,2025,395,375,74,4.79,188,49,0.35
691,91,5,2025,385,326,22,4.25,105,20,0.54
692,92,5,2025,459,374,25,3.62,118,32,0.53
693,93,5,2025,391,357,75,4.33,156,29,0.54
694,94,5,2025,304,262,59,3.68,188,25,0.56
695,95,5,2025,446,376,65,3.74,267,50,0.43
696,96,5,2025,176,149,41,3.53,243,41,0.63
697,97,5,2025,131,120,25,4.04,92,19,0.43
698,98,5,2025,151,134,31,3.94,196,16,0.59
699,99,5,2025,258,241,88,4.42,232,15,0.43
700,100,5,2025,335,318,75,4.52,244,24,0.41
701,101,5,2025,112,90,84,4.68,199,43,0.57
702,102,5,2025,318,273,66,4.4,281,46,0.42
703,103,5,2025,346,318,38,4.12,86,10,0.4
704,104,5,2025,382,352,27,4.76,212,40,0.32
705,105,5,2025,307,270,41,4.3,186,33,0.51
706,106,5,2025,221,183,47,4.23,275,28,0.48
707,107,5,2025,240,201,81,3.78,116,24,0.3
708,108,5,2025,241,212,52,3.79,82,28,0.68
709,109,5,2025,369,345,66,3.76,124,20,0.47
710,110,5,2025,143,122,23,4.11,163,43,0.65
711,111,5,2025,222,204,89,3.87,91,40,0.45
712,112,5,2025,270,224,54,4.53,235,50,0.45
713,113,5,2025,226,192,77,3.87,132,32,0.45
714,114,5,2025,261,213,88,4.02,121,47,0.32
715,115,5,2025,413,382,55,3.78,147,21,0.45
716,116,5,2025,168,149,44,3.61,158,28,0.44
717,117,5,2025,425,381,62,3.73,222,30,0.33
718,118,5,2025,410,368,78,3.83,176,16,0.69
719,119,5,2025,239,204,22,4.03,247,45,0.43
720,120,5,2025,357,297,57,4.38,140,43,0.49
721,121,5,2025,434,393,29,4.35,101,39,0.46
722,122,5,2025,208,186,87,4.14,196,32,0.51
723,123,5,2025,298,261,85,3.58,124,43,0.49
724,124,5,2025,390,333,33,4.25,230,41,0.34
725,125,5,2025,177,163,25,4.64,129,10,0.58
726,126,5,2025,226,210,71,4.45,138,14,0.5
727,127,5,2025,146,129,23,4.43,244,17,0.66
728,128,5,2025,135,125,29,4.34,113,16,0.33
729,129,5,2025,244,228,31,4.01,156,25,0.45
730,130,5,2025,129,117,77,4.02,207,19,0.45
731,131,5,2025,387,356,24,4.36,122,49,0.53
732,132,5,2025,498,409,30,4.49,234,28,0.58
733,133,5,2025,477,420,48,4.77,98,32,0.38
734,134,5,2025,294,253,29,3.72,204,38,0.44
735,135,5,2025,126,118,76,4.51,116,18,0.54
736,136,5,2025,116,93,89,4.59,107,46,0.42
737,137,5,2025,358,308,36,4.42,84,43,0.37
738,138,5,2025,240,201,90,4.07,100,25,0.42
739,139,5,2025,343,286,67,4.28,163,15,0.35
740,140,5,2025,227,193,82,3.98,147,27,0.36
741,141,5,2025,446,374,72,4.69,94,22,0.53
742,142,5,2025,380,327,33,4.44,192,25,0.47
743,143,5,2025,242,211,21,4.34,185,44,0.47
744,144,5,2025,225,208,63,4.25,188,44,0.33
745,145,5,2025,443,389,52,3.89,197,32,0.6
746,146,5,2025,270,236,47,3.64,189,16,0.54
747,147,5,2025,352,297,73,4.2,246,19,0.48
748,148,5,2025,104,84,73,4.52,192,30,0.4
749,149,5,2025,373,340,45,3.53,200,11,0.33
750,150,5,2025,496,448,62,4.41,275,27,0.3
751,151,5,2025,280,246,61,4.79,215,17,0.39
752,152,5,2025,261,225,75,4.04,277,26,0.6
753,153,5,2025,370,319,85,4.36,133,41,0.56
754,154,5,2025,493,394,33,4.46,286,50,0.39
755,155,5,2025,382,337,89,3.73,259,42,0.57
756,156,5,2025,191,163,47,3.68,199,22,0.3
757,157,5,2025,153,134,29,4.51,110,16,0.31
758,158,5,2025,443,402,83,4.62,158,32,0.5
759,159,5,2025,395,356,78,3.67,116,46,0.64
760,160,5,2025,136,127,39,4.11,256,48,0.68
761,161,5,2025,152,124,90,4.74,203,40,0.59
762,162,5,2025,450,386,89,4.58,112,19,0.52
763,163,5,2025,442,368,51,4.26,167,18,0.69
764,164,5,2025,457,388,47,4.07,180,44,0.44
765,165,5,2025,309,249,39,3.99,217,45,0.46
766,166,5,2025,374,353,64,3.63,169,38,0.47
767,167,5,2025,313,275,45,4.23,135,48,0.49
768,168,5,2025,413,368,24,3.57,264,40,0.53
769,169,5,2025,302,279,49,4.54,154,40,0.56
770,170,5,2025,329,311,45,4.58,244,48,0.64
771,171,5,2025,357,288,47,3.6,197,22,0.63
772,172,5,2025,336,313,33,4.3,158,22,0.53
773,173,5,2025,328,293,63,3.85,90,29,0.43
774,174,5,2025,364,303,24,4.13,118,48,0.48
775,175,5,2025,458,382,27,3.69,254,34,0.37
776,176,5,2025,110,90,21,4.06,256,28,0.59
777,177,5,2025,405,341,73,3.68,249,26,0.56
778,178,5,2025,326,261,26,4.59,106,27,0.36
779,179,5,2025,377,308,49,4.07,198,40,0.67
780,180,5,2025,386,318,89,4.59,190,32,0.63
781,181,5,2025,392,314,34,4.6,215,36,0.6
782,182,5,2025,113,94,63,3.78,294,42,0.37
783,183,5,2025,440,378,72,4.25,119,38,0.59
784,184,5,2025,330,303,54,3.68,152,14,0.6
785,185,5,2025,218,185,70,4.39,231,49,0.66
786,186,5,2025,142,116,85,3.63,234,36,0.39
787,187,5,2025,426,377,86,4.15,90,41,0.59
788,188,5,2025,488,462,55,3.61,187,12,0.5
789,189,5,2025,374,338,77,4.04,107,42,0.66
790,190,5,2025,412,358,38,4.62,167,46,0.32
791,191,5,2025,455,411,27,3.57,247,25,0.43
792,192,5,2025,128,115,60,4.67,133,42,0.5
793,193,5,2025,248,216,36,3.67,250,15,0.4
794,194,5,2025,181,161,22,4.53,200,15,0.48
795,195,5,2025,359,303,57,3.89,207,17,0.39
796,196,5,2025,358,321,32,3.82,238,35,0.61
797,197,5,2025,399,376,50,4.5,248,26,0.43
798,198,5,2025,411,339,63,3.64,103,39,0.51
799,199,5,2025,205,180,44,4.25,295,24,0.59
800,200,5,2025,226,201,86,3.88,196,27,0.67
801,201,5,2025,236,210,85,4.29,243,37,0.64
802,202,5,2025,383,306,85,4.03,188,45,0.67
803,203,5,2025,344,290,32,4.33,290,32,0.7
804,204,5,2025,487,423,42,3.59,194,20,0.49
805,205,5,2025,412,353,46,4.6,155,35,0.46
806,206,5,2025,297,268,23,4.21,229,13,0.48
807,207,5,2025,205,180,90,4.34,257,45,0.57
808,208,5,2025,202,175,64,4.54,114,38,0.37
809,209,5,2025,322,268,27,4.72,254,21,0.52
810,210,5,2025,135,117,71,4.37,210,15,0.35
811,211,5,2025,308,291,62,3.54,273,11,0.61
812,212,5,2025,294,236,69,3.7,195,12,0.53
813,213,5,2025,153,140,49,3.67,233,32,0.33
814,214,5,2025,200,180,57,4.77,298,34,0.53
815,215,5,2025,393,358,89,4.14,258,41,0.5
816,216,5,2025,262,217,52,4.05,95,39,0.41
817,217,5,2025,247,230,37,3.96,156,42,0.41
818,218,5,2025,144,120,59,4.74,222,27,0.66
819,219,5,2025,175,153,42,4.11,98,14,0.43
820,220,5,2025,228,197,75,3.6,82,18,0.32
821,221,5,2025,112,94,41,4.61,284,41,0.65
822,222,5,2025,121,107,56,3.91,265,47,0.57
823,223,5,2025,240,226,86,4.14,88,45,0.43
824,224,5,2025,371,326,83,3.94,171,31,0.61
825,225,5,2025,407,374,39,3.61,128,50,0.5
826,226,5,2025,199,173,50,4.73,185,44,0.56
827,227,5,2025,384,313,23,4.02,104,48,0.66
828,228,5,2025,410,369,32,3.61,184,27,0.33
829,229,5,2025,351,305,62,4.26,285,17,0.59
830,230,5,2025,303,249,51,4.58,181,48,0.53
831,231,5,2025,341,285,39,4.64,300,45,0.31
832,232,5,2025,464,432,40,4.61,164,27,0.6
833,233,5,2025,139,116,55,3.81,244,34,0.59
834,234,5,2025,295,251,84,4.09,274,12,0.51
835,235,5,2025,293,243,44,4.45,94,15,0.69
836,236,5,2025,174,141,65,3.86,138,31,0.41
837,237,5,2025,433,409,83,4.35,99,23,0.45
838,238,5,2025,370,321,68,4.08,168,15,0.65
839,239,5,2025,127,109,89,4.26,264,34,0.51
840,240,5,2025,247,205,47,4.77,299,34,0.61
841,241,5,2025,374,324,67,4.67,101,19,0.53
842,242,5,2025,105,98,61,3.74,195,35,0.36
843,243,5,2025,289,250,39,4.71,257,49,0.32
844,244,5,2025,128,112,44,4.62,144,47,0.5
845,245,5,2025,461,403,59,4.77,224,50,0.4
846,246,5,2025,442,374,21,4.06,197,36,0.59
847,247,5,2025,354,283,88,4.01,126,25,0.47
848,248,5,2025,101,84,39,3.67,288,41,0.32
849,249,5,2025,170,137,90,4.0,200,50,0.61
850,250,5,2025,241,193,73,4.64,260,17,0.47
851,251,5,2025,225,210,25,4.65,156,29,0.62
852,252,5,2025,264,235,70,4.52,178,33,0.5
853,253,5,2025,294,275,85,3.55,195,34,0.62
854,254,5,2025,236,221,49,4.13,140,39,0.65
855,255,5,2025,371,305,90,4.11,118,24,0.39
856,256,5,2025,384,352,62,4.78,283,27,0.37
857,257,5,2025,124,108,54,3.82,119,43,0.4
858,258,5,2025,284,267,61,4.12,161,20,0.53
859,259,5,2025,141,119,67,3.85,147,26,0.3
860,260,5,2025,110,93,86,4.32,88,25,0.44
861,261,5,2025,493,446,84,3.79,104,24,0.56
862,262,5,2025,166,133,75,3.65,176,43,0.64
863,263,5,2025,280,225,79,3.58,155,42,0.3
864,264,5,2025,372,338,28,4.55,146,37,0.43
865,265,5,2025,262,240,48,4.49,216,38,0.68
866,266,5,2025,379,327,21,4.62,171,50,0.31
867,267,5,2025,184,169,61,4.15,122,15,0.58
868,268,5,2025,131,118,65,3.98,259,22,0.69
869,269,5,2025,236,191,41,3.63,193,28,0.57
870,270,5,2025,390,319,47,4.51,249,34,0.46
871,271,5,2025,402,322,21,4.42,148,10,0.39
872,272,5,2025,104,88,85,4.07,268,18,0.56
873,273,5,2025,153,137,22,3.73,289,46,0.31
874,274,5,2025,415,345,21,4.23,207,39,0.6
875,275,5,2025,426,368,36,4.47,146,29,0.39
876,276,5,2025,386,364,90,4.32,90,20,0.36
877,277,5,2025,248,216,88,3.78,169,29,0.66
878,278,5,2025,139,122,50,3.82,207,11,0.46
879,279,5,2025,251,224,88,3.68,243,31,0.46
880,280,5,2025,389,319,34,4.31,268,31,0.33
881,281,5,2025,306,256,70,3.81,82,27,0.61
882,282,5,2025,234,216,42,3.58,126,49,0.41
883,283,5,2025,208,180,62,4.16,247,33,0.41
884,284,5,2025,222,187,81,3.96,221,46,0.53
885,285,5,2025,301,283,88,4.71,215,32,0.48
886,286,5,2025,101,82,26,4.2,144,13,0.66
887,287,5,2025,441,417,22,4.32,262,43,0.53
888,288,5,2025,444,370,78,4.71,247,29,0.36
889,289,5,2025,423,376,54,3.53,275,45,0.41
890,290,5,2025,273,227,22,3.59,195,33,0.65
891,291,5,2025,224,185,22,4.48,216,24,0.39
892,292,5,2025,137,117,42,4.47,178,48,0.57
893,293,5,2025,171,148,82,3.99,121,43,0.42
894,294,5,2025,270,248,71,3.85,253,12,0.48
895,295,5,2025,383,309,64,4.64,247,44,0.7
896,296,5,2025,179,164,85,4.42,204,44,0.49
897,297,5,2025,283,235,69,3.95,132,24,0.32
898,298,5,2025,452,387,63,4.33,262,36,0.61
899,299,5,2025,382,306,27,4.3,160,48,0.41
900,300,5,2025,217,173,44,4.63,161,17,0.44
901,1,4,2025,153,134,64,3.62,164,24,0.58
902,2,4,2025,276,260,23,4.29,130,45,0.46
903,3,4,2025,101,87,34,4.46,264,21,0.55
904,4,4,2025,452,409,48,3.82,89,49,0.33
905,5,4,2025,384,342,27,3.77,295,36,0.4
906,6,4,2025,404,334,50,4.48,121,46,0.44
907,7,4,2025,497,409,72,4.18,111,47,0.31
908,8,4,2025,108,99,24,4.37,188,43,0.41
909,9,4,2025,474,421,57,3.77,202,46,0.41
910,10,4,2025,431,398,34,3.76,256,34,0.32
911,11,4,2025,265,212,60,3.81,191,38,0.63
912,12,4,2025,356,290,50,4.18,289,19,0.34
913,13,4,2025,144,115,64,4.47,109,29,0.52
914,14,4,2025,348,295,32,3.63,244,50,0.57
915,15,4,2025,184,171,41,3.5,248,36,0.39
916,16,4,2025,392,328,38,4.66,282,11,0.66
917,17,4,2025,298,247,64,3.56,251,35,0.67
918,18,4,2025,283,266,47,3.76,283,23,0.67
919,19,4,2025,394,359,70,4.77,184,29,0.51
920,20,4,2025,212,178,61,4.14,105,11,0.43
921,21,4,2025,466,395,38,3.98,253,45,0.58
922,22,4,2025,305,286,30,4.39,112,40,0.35
923,23,4,2025,344,278,68,3.94,208,25,0.47
924,24,4,2025,397,322,89,4.3,159,44,0.68
925,25,4,2025,292,270,22,3.76,228,39,0.58
926,26,4,2025,490,438,54,4.16,180,41,0.67
927,27,4,2025,475,421,53,4.32,80,17,0.66
928,28,4,2025,236,191,69,3.99,92,27,0.65
929,29,4,2025,392,332,89,4.61,129,16,0.34
930,30,4,2025,500,460,84,4.45,256,28,0.62
931,31,4,2025,328,284,77,3.82,297,29,0.56
932,32,4,2025,414,374,45,4.28,222,38,0.44
933,33,4,2025,167,134,85,3.62,102,29,0.3
934,34,4,2025,280,259,61,4.73,158,47,0.53
935,35,4,2025,136,125,34,4.06,150,49,0.51
936,36,4,2025,299,260,37,3.78,185,46,0.7
937,37,4,2025,261,216,60,4.3,273,26,0.4
938,38,4,2025,275,253,87,4.12,154,17,0.38
939,39,4,2025,459,409,38,4.58,175,39,0.34
940,40,4,2025,181,160,86,4.46,107,37,0.43
941,41,4,2025,381,339,49,4.12,220,37,0.67
942,42,4,2025,481,425,35,4.14,250,42,0.45
943,43,4,2025,302,265,24,4.7,186,33,0.35
944,44,4,2025,179,153,33,4.41,143,17,0.67
945,45,4,2025,344,313,89,4.66,220,22,0.55
946,46,4,2025,135,116,73,4.27,177,48,0.54
947,47,4,2025,326,286,56,3.71,238,23,0.39
948,48,4,2025,400,371,26,3.76,241,30,0.59
949,49,4,2025,264,249,36,4.15,186,15,0.35
950,50,4,2025,242,209,42,4.25,162,28,0.33
951,51,4,2025,290,239,74,4.09,119,42,0.48
952,52,4,2025,221,192,77,4.55,103,12,0.43
953,53,4,2025,257,226,47,4.55,124,18,0.55
954,54,4,2025,363,324,55,3.85,123,13,0.59
955,55,4,2025,300,267,23,4.66,265,40,0.54
956,56,4,2025,246,229,52,3.74,164,32,0.51
957,57,4,2025,119,103,28,3.97,181,49,0.58
958,58,4,2025,443,395,52,4.51,129,33,0.37
959,59,4,2025,412,350,68,4.46,277,28,0.46
960,60,4,2025,423,368,73,4.25,109,22,0.37
961,61,4,2025,157,140,51,3.61,290,34,0.59
962,62,4,2025,144,132,64,3.84,298,42,0.6
963,63,4,2025,193,172,89,4.33,242,42,0.31
964,64,4,2025,342,291,87,4.1,146,49,0.69
965,65,4,2025,159,131,63,4.27,187,12,0.32
966,66,4,2025,262,245,36,3.52,291,22,0.58
967,67,4,2025,423,347,29,3.7,168,50,0.58
968,68,4,2025,227,203,68,3.58,107,15,0.66
969,69,4,2025,268,214,85,3.58,241,10,0.43
970,70,4,2025,342,275,88,4.69,160,30,0.36
971,71,4,2025,150,135,36,3.61,288,39,0.34
972,72,4,2025,343,313,43,4.71,281,14,0.35
973,73,4,2025,441,365,48,4.7,99,30,0.46
974,74,4,2025,238,207,46,4.02,198,23,0.38
975,75,4,2025,352,288,32,4.5,183,42,0.51
976,76,4,2025,319,284,81,3.75,209,21,0.56
977,77,4,2025,370,335,36,3.9,120,40,0.45
978,78,4,2025,375,333,75,3.89,226,20,0.7
979,79,4,2025,267,224,46,3.68,118,17,0.59
980,80,4,2025,188,159,58,4.32,124,24,0.43
981,81,4,2025,476,398,24,4.37,82,40,0.54
982,82,4,2025,465,392,49,3.86,261,50,0.43
983,83,4,2025,292,264,66,3.93,134,10,0.31
984,84,4,2025,283,242,25,3.55,214,31,0.31
985,85,4,2025,148,129,41,4.73,231,46,0.33
986,86,4,2025,455,421,87,3.68,197,37,0.37
987,87,4,2025,265,238,55,3.77,218,15,0.37
988,88,4,2025,168,146,31,3.57,80,17,0.59
989,89,4,2025,492,396,32,3.55,112,40,0.54
990,90,4,2025,358,332,31,4.37,191,28,0.38
991,91,4,2025,477,390,35,4.57,94,49,0.69
992,92,4,2025,121,112,86,4.04,116,44,0.69
993,93,4,2025,227,205,24,4.22,106,14,0.34
994,94,4,2025,191,169,87,3.87,189,34,0.55
995,95,4,2025,474,404,75,4.19,258,35,0.41
996,96,4,2025,445,371,63,4.42,279,29,0.52
997,97,4,2025,196,161,63,3.88,189,41,0.69
998,98,4,2025,245,229,45,3.74,172,26,0.49
999,99,4,2025,388,317,33,3.82,237,43,0.69
1000,100,4,2025,438,375,49,3.67,223,48,0.6
1001,101,4,2025,164,150,36,4.7,120,49,0.5
1002,102,4,2025,363,320,30,3.64,232,39,0.69
1003,103,4,2025,160,143,69,4.45,264,48,0.61
1004,104,4,2025,339,288,55,4.78,129,42,0.49
1005,105,4,2025,163,131,58,3.58,231,22,0.39
1006,106,4,2025,166,135,85,3.57,158,11,0.61
1007,107,4,2025,429,386,74,4.46,297,14,0.49
1008,108,4,2025,217,200,70,4.1,236,11,0.64
1009,109,4,2025,112,105,68,3.78,165,27,0.3
1010,110,4,2025,106,96,33,4.78,265,39,0.5
1011,111,4,2025,230,194,25,3.72,287,20,0.48
1012,112,4,2025,394,337,39,3.8,141,46,0.52
1013,113,4,2025,129,108,89,4.61,248,38,0.53
1014,114,4,2025,207,186,69,4.71,81,16,0.67
1015,115,4,2025,442,359,70,4.09,173,18,0.44
1016,116,4,2025,487,441,59,4.1,177,40,0.42
1017,117,4,2025,362,342,75,3.65,175,35,0.63
1018,118,4,2025,247,232,36,3.74,245,31,0.44
1019,119,4,2025,335,291,59,4.48,279,21,0.31
1020,120,4,2025,383,346,90,4.2,152,24,0.34
1021,121,4,2025,214,202,63,4.07,232,11,0.67
1022,122,4,2025,163,133,34,3.81,97,18,0.6
1023,123,4,2025,362,325,66,4.37,110,40,0.41
1024,124,4,2025,323,266,84,3.68,228,15,0.57
1025,125,4,2025,393,346,89,3.62,123,38,0.3
