id,usager_id,maison_fs_id,date_demande,type_service,organisme_concerne,canal,duree_traitement,satisfaction_score,resolu,conseiller_id,complexite,suivi_necessaire
1211,4225,78,2024-12-21 15:53:10.570843,emploi,pole_emploi,numerique,76,4,True,1055,simple,False
1212,207,186,2024-11-17 21:13:30.011356,emploi,caf,numerique,72,3,True,996,complexe,False
1213,3327,83,2024-11-21 00:27:23.088816,sante,justice,visio,18,4,True,1497,moyen,True
1214,1828,41,2025-02-26 18:40:05.436291,emploi,msa,physique,100,1,False,1199,complexe,True
1215,2185,196,2025-04-28 23:28:12.842608,social,caf,visio,39,2,True,683,moyen,True
1216,85,41,2025-04-21 07:02:55.012988,emploi,la_poste,physique,76,3,True,553,simple,True
1217,2931,136,2025-01-26 04:23:59.180872,emploi,la_poste,numerique,53,2,True,536,simple,False
1218,749,213,2025-03-16 18:37:45.965014,logement,ants,physique,29,2,True,987,moyen,False
1219,4224,204,2024-09-10 04:17:58.190651,services_postaux,cpam,telephone,40,3,False,1358,complexe,True
1220,3700,162,2025-03-01 22:59:23.073220,services_postaux,msa,numerique,103,4,True,1155,simple,False
1221,2607,238,2025-02-02 05:16:11.877773,famille,caf,numerique,106,1,False,315,complexe,False
1222,2913,251,2025-05-04 10:51:45.808131,emploi,cpam,telephone,43,5,False,741,moyen,True
1223,4150,193,2025-03-18 21:38:54.656407,social,cpam,telephone,111,4,False,580,moyen,False
1224,564,279,2024-08-13 15:03:08.282232,logement,caf,physique,68,2,False,599,moyen,True
1225,2151,171,2024-09-05 10:30:24.951492,famille,caf,physique,39,5,False,769,moyen,True
1226,3815,183,2025-05-01 17:59:14.015480,energie,cnav,numerique,49,5,True,1009,simple,False
1227,2185,216,2024-10-24 15:03:37.061600,social,ants,telephone,75,1,False,392,complexe,True
1228,2815,88,2025-03-13 16:26:31.691568,social,justice,physique,92,5,False,606,simple,True
1229,3784,85,2025-01-19 21:09:17.530850,social,cnav,visio,63,5,False,817,complexe,True
1230,4491,47,2025-06-17 02:00:06.362111,emploi,msa,physique,61,4,True,1434,moyen,True
1231,2499,294,2024-11-14 09:35:15.660525,sante,ants,physique,63,1,True,1375,moyen,False
1232,4479,293,2025-06-09 13:50:27.295905,sante,pole_emploi,numerique,57,4,False,565,moyen,True
1233,4688,227,2024-11-30 16:59:01.555809,emploi,pole_emploi,numerique,45,2,False,1357,moyen,False
1234,457,100,2025-03-10 05:17:45.460906,famille,la_poste,telephone,34,3,True,16,simple,False
1235,3818,244,2025-02-15 02:15:43.857820,sante,cnav,telephone,103,2,True,758,simple,False
1236,978,245,2025-02-13 08:02:33.172389,emploi,justice,numerique,35,2,True,1083,moyen,True
1237,841,19,2024-12-06 12:57:16.327494,logement,justice,physique,90,3,False,1368,moyen,True
1238,643,160,2025-05-03 18:25:55.579044,famille,cpam,visio,35,4,False,893,simple,False
1239,178,261,2024-12-14 16:46:10.296953,social,pole_emploi,physique,28,2,False,693,simple,False
1240,1442,51,2024-07-27 18:07:02.259156,logement,pole_emploi,visio,54,3,True,768,simple,True
1241,1340,36,2025-05-26 01:32:37.099703,services_postaux,cnav,visio,49,5,True,1303,simple,False
1242,2051,261,2025-04-11 10:26:33.021119,social,justice,physique,109,4,False,1285,simple,True
1243,3114,16,2025-05-16 07:52:56.119714,social,cnav,numerique,19,2,False,235,moyen,True
1244,4324,143,2024-07-24 02:13:50.624644,social,la_poste,numerique,50,3,True,331,simple,False
1245,4487,129,2024-09-30 05:10:51.640233,acces_droit,cpam,numerique,105,4,False,505,simple,True
1246,4989,97,2024-10-01 14:26:16.546928,services_postaux,pole_emploi,telephone,116,1,False,323,simple,True
1247,1078,112,2025-01-09 19:25:47.603134,services_postaux,ants,visio,54,3,False,1019,complexe,True
1248,1646,273,2024-09-12 13:31:56.070858,sante,caf,visio,118,1,False,985,moyen,True
1249,3286,65,2024-11-18 04:05:30.146003,sante,ants,visio,120,3,False,388,simple,False
1250,3839,168,2024-09-26 17:30:21.898901,energie,msa,numerique,57,5,False,618,simple,False
1251,1198,28,2025-06-04 13:45:37.777844,logement,pole_emploi,numerique,119,5,True,901,complexe,True
1252,4441,234,2024-10-19 19:44:07.646656,acces_droit,pole_emploi,numerique,115,5,False,576,moyen,False
1253,228,134,2025-07-02 04:35:10.347051,emploi,caf,telephone,45,2,False,190,complexe,True
1254,4497,123,2025-03-01 06:37:28.881044,energie,la_poste,numerique,69,5,True,813,simple,True
1255,2418,1,2024-07-18 16:26:28.397619,acces_droit,pole_emploi,telephone,49,4,False,738,moyen,False
1256,4991,259,2025-01-13 17:37:02.519305,sante,la_poste,visio,57,2,False,1260,simple,False
1257,3885,181,2025-02-16 10:10:23.548825,energie,justice,visio,38,2,False,1099,moyen,True
1258,4255,43,2024-08-15 11:56:56.038969,retraite,caf,numerique,23,1,True,173,complexe,False
1259,3212,176,2024-08-07 04:32:48.269994,retraite,ants,physique,23,1,True,840,simple,True
1260,1095,59,2025-02-15 07:50:12.596731,energie,cnav,telephone,43,2,True,676,moyen,True
1261,1067,276,2024-09-08 07:35:59.894491,retraite,justice,physique,17,1,True,944,moyen,False
1262,4831,112,2024-12-22 23:55:44.005863,emploi,ants,telephone,44,5,True,974,complexe,False
1263,3052,96,2024-11-23 05:52:45.983838,services_postaux,la_poste,physique,48,2,False,829,simple,True
1264,4201,13,2025-05-18 11:12:18.623236,acces_droit,pole_emploi,physique,59,3,False,891,simple,False
1265,3477,42,2024-10-07 03:54:07.068624,services_postaux,cnav,visio,72,2,False,562,moyen,False
1266,340,234,2025-03-02 18:04:40.213850,energie,ants,numerique,59,5,True,574,moyen,False
1267,3708,73,2024-12-23 14:08:14.792226,sante,pole_emploi,visio,56,4,True,1474,complexe,False
1268,1541,92,2025-04-24 17:16:33.249986,acces_droit,la_poste,visio,58,1,True,1476,simple,False
1269,4519,152,2025-05-13 19:07:31.747682,sante,pole_emploi,numerique,114,2,True,618,moyen,False
1270,4224,277,2024-12-14 19:29:40.627875,social,cnav,telephone,120,5,True,22,complexe,True
1271,2272,285,2024-11-05 13:22:06.675002,sante,msa,physique,110,3,True,1028,complexe,True
1272,166,20,2025-06-15 05:40:17.683179,acces_droit,justice,physique,24,3,True,477,complexe,True
1273,1969,118,2025-02-08 20:06:04.063666,retraite,justice,visio,51,1,False,118,moyen,True
1274,2346,27,2024-11-07 06:12:51.212843,acces_droit,msa,numerique,71,2,True,272,simple,False
1275,3869,139,2024-12-22 08:36:21.052277,emploi,ants,numerique,78,5,True,1046,complexe,False
1276,1980,284,2025-04-12 01:38:07.537068,logement,msa,visio,16,2,False,299,complexe,True
1277,1648,188,2025-07-06 18:08:16.553282,emploi,caf,telephone,99,3,True,1077,moyen,False
1278,702,285,2024-09-05 05:58:30.584757,emploi,cpam,visio,58,5,True,20,simple,False
1279,3200,228,2025-04-18 16:56:35.740350,logement,caf,physique,107,2,True,1448,moyen,True
1280,2569,298,2024-10-30 13:55:08.008699,acces_droit,cnav,physique,83,1,False,959,moyen,True
1281,1449,141,2024-09-13 19:40:42.863983,retraite,cnav,numerique,37,5,False,766,moyen,False
1282,3534,19,2025-05-19 07:19:17.734363,logement,cpam,telephone,48,3,False,584,moyen,False
1283,905,208,2024-12-06 10:50:38.256748,famille,cpam,physique,83,2,True,748,moyen,False
1284,575,295,2025-04-17 01:18:17.617928,acces_droit,justice,telephone,66,3,True,156,simple,False
1285,4077,74,2025-06-08 23:20:48.636702,services_postaux,la_poste,numerique,20,2,True,618,moyen,True
1286,2846,148,2025-01-24 20:29:35.878695,emploi,ants,physique,120,3,True,1071,simple,False
1287,4360,66,2024-12-02 16:09:39.931643,famille,caf,physique,83,4,False,292,moyen,False
1288,4549,171,2024-12-16 21:40:53.388288,retraite,msa,numerique,15,5,False,35,moyen,True
1289,1787,81,2025-01-30 20:44:37.877263,social,msa,physique,73,5,False,1047,simple,False
1290,2469,135,2025-07-11 02:06:22.839906,logement,cnav,physique,46,4,True,351,simple,True
1291,3691,267,2024-09-14 04:25:22.257971,sante,pole_emploi,telephone,87,3,True,218,moyen,False
1292,309,278,2025-05-13 11:05:58.998671,social,msa,physique,85,2,False,913,complexe,False
1293,117,106,2025-07-01 17:47:32.137600,famille,msa,visio,97,5,True,1229,moyen,False
1294,3691,257,2024-12-07 03:37:36.438776,retraite,msa,numerique,74,3,False,956,simple,True
1295,1154,127,2024-11-10 17:52:23.521007,energie,pole_emploi,visio,37,2,True,250,complexe,True
1296,3797,55,2025-05-24 05:25:47.892498,acces_droit,cnav,telephone,95,2,False,490,complexe,False
1297,3786,300,2024-12-23 14:54:46.567000,famille,justice,visio,64,1,False,472,moyen,False
1298,2145,244,2024-09-20 02:28:29.031666,social,ants,numerique,16,3,True,1359,moyen,False
1299,3642,31,2024-12-17 06:56:30.177516,social,pole_emploi,visio,43,4,False,787,moyen,True
1300,1880,114,2025-01-21 22:26:03.900945,acces_droit,ants,physique,119,5,True,1464,simple,True
1301,2177,299,2025-04-07 07:48:31.907071,famille,msa,visio,30,4,False,1487,complexe,True
1302,2401,262,2024-09-22 20:19:24.102775,energie,pole_emploi,physique,46,4,True,426,complexe,False
1303,3335,149,2024-09-01 21:22:06.062492,emploi,justice,numerique,106,2,True,671,simple,False
1304,3283,182,2025-06-08 10:00:01.546435,sante,la_poste,numerique,23,3,False,1342,complexe,False
1305,1558,234,2024-10-05 04:16:39.526655,emploi,cnav,visio,112,2,False,106,simple,True
1306,4136,40,2025-01-05 09:39:11.801517,social,pole_emploi,physique,58,4,False,294,simple,True
1307,1288,153,2024-10-29 10:14:30.432070,social,cpam,visio,54,5,False,1260,simple,False
1308,4396,107,2025-07-15 05:00:21.396009,emploi,cpam,physique,17,1,False,778,simple,True
1309,1957,267,2025-02-17 18:17:35.872056,emploi,caf,visio,115,2,False,995,complexe,True
1310,4092,298,2025-02-05 03:20:16.802536,retraite,ants,telephone,20,4,True,472,moyen,True
1311,1006,53,2024-09-21 07:39:01.861873,emploi,msa,numerique,58,2,False,441,complexe,False
1312,2894,96,2025-07-09 13:05:51.569824,logement,cnav,telephone,92,5,True,752,simple,False
1313,2471,53,2025-05-01 12:37:37.294617,sante,pole_emploi,visio,99,2,False,1255,simple,True
1314,3845,296,2024-09-19 15:45:11.589678,famille,cnav,telephone,32,4,True,9,complexe,False
1315,620,56,2024-07-25 06:37:30.334375,logement,la_poste,physique,114,4,True,497,simple,True
1316,4022,82,2025-01-08 00:17:33.424856,social,msa,telephone,46,2,False,202,moyen,False
1317,618,262,2024-11-24 21:54:24.912323,famille,cnav,physique,101,3,False,557,complexe,True
1318,4815,285,2025-06-03 03:00:11.992053,social,cpam,physique,70,4,False,250,moyen,True
1319,4066,229,2024-11-14 17:23:20.411371,logement,caf,physique,93,3,True,624,complexe,False
1320,2592,73,2024-08-12 21:34:21.944043,services_postaux,justice,numerique,86,1,False,883,simple,True
1321,4269,289,2025-04-02 18:50:55.345810,retraite,caf,numerique,41,2,True,1088,moyen,False
1322,3086,179,2025-07-13 07:56:14.348576,logement,pole_emploi,telephone,16,5,False,255,moyen,False
1323,3157,195,2024-07-21 08:33:36.020603,retraite,msa,physique,108,5,True,1013,moyen,False
1324,3086,230,2025-04-28 23:12:42.096992,energie,cpam,numerique,90,5,False,899,complexe,True
1325,2211,32,2024-12-11 01:09:08.732752,retraite,pole_emploi,numerique,83,5,False,913,complexe,False
1326,1367,300,2025-06-04 22:28:24.515939,famille,justice,telephone,74,5,True,1287,simple,False
1327,673,25,2024-12-06 05:20:38.296955,energie,cpam,telephone,77,4,True,1121,complexe,True
1328,238,137,2024-07-26 04:33:29.159111,energie,cpam,telephone,35,5,True,1481,moyen,True
1329,3815,96,2024-12-20 11:10:51.775414,emploi,pole_emploi,visio,103,2,True,1168,simple,True
1330,4599,150,2024-12-08 02:32:56.605268,retraite,ants,numerique,31,5,True,389,complexe,True
1331,3181,230,2025-03-16 17:41:19.423782,emploi,justice,telephone,23,1,False,1388,moyen,False
1332,683,152,2025-02-12 18:57:03.076970,acces_droit,cnav,telephone,70,2,False,694,moyen,True
1333,3195,240,2025-06-05 16:04:31.090354,services_postaux,justice,visio,63,2,True,1432,simple,False
1334,4785,25,2025-06-09 11:21:06.564873,famille,cpam,numerique,105,1,False,1450,moyen,True
1335,3898,274,2025-03-29 04:51:11.716637,energie,la_poste,visio,111,2,False,78,moyen,True
1336,174,67,2025-04-22 06:27:20.974388,acces_droit,cpam,telephone,90,5,True,467,moyen,False
1337,2435,195,2025-05-29 05:12:37.895194,energie,cnav,numerique,77,4,True,370,moyen,False
1338,764,31,2024-07-30 17:33:43.052689,logement,justice,numerique,88,5,True,612,complexe,False
1339,549,178,2024-12-22 11:43:01.613751,social,cpam,numerique,62,3,False,849,complexe,True
1340,1701,45,2024-09-27 20:16:19.945047,energie,la_poste,telephone,17,5,True,1133,simple,True
1341,39,193,2024-08-17 22:46:19.598521,emploi,ants,physique,83,3,False,1351,complexe,True
1342,4250,279,2025-01-18 09:46:12.757033,retraite,ants,visio,98,4,True,1237,moyen,False
1343,725,291,2025-05-18 15:26:14.659576,social,ants,visio,102,4,True,803,moyen,True
1344,2779,183,2025-01-21 02:43:54.804899,retraite,la_poste,physique,44,2,False,155,moyen,False
1345,53,180,2024-10-10 05:14:17.256285,emploi,msa,physique,36,3,True,1076,simple,True
1346,4011,17,2025-01-27 00:35:47.895971,famille,msa,numerique,47,5,True,1436,complexe,False
1347,1386,159,2025-02-09 12:13:59.153180,sante,caf,telephone,118,2,False,1125,simple,False
1348,154,99,2025-06-20 19:20:30.352906,sante,cpam,numerique,17,5,True,383,complexe,False
1349,3358,76,2025-04-17 00:18:37.666260,sante,msa,telephone,78,4,False,990,simple,False
1350,1015,66,2024-11-30 22:14:09.519922,emploi,ants,numerique,99,1,False,1241,complexe,True
1351,1662,143,2025-01-31 13:36:00.170528,sante,msa,visio,68,3,True,569,simple,True
1352,4906,263,2025-03-27 20:44:27.140015,sante,la_poste,visio,48,2,False,62,moyen,False
1353,499,239,2025-04-03 11:20:13.882809,retraite,justice,visio,107,3,True,753,simple,True
1354,4154,18,2025-06-01 22:56:59.495091,acces_droit,caf,visio,52,2,True,334,simple,False
1355,3792,220,2024-10-06 15:45:13.241972,energie,ants,telephone,40,5,False,584,simple,True
1356,2149,48,2024-11-08 11:48:13.460470,logement,justice,numerique,21,3,False,858,complexe,True
1357,711,186,2025-01-02 13:29:26.855443,services_postaux,la_poste,visio,99,1,True,192,moyen,False
1358,263,115,2025-02-09 01:10:36.957778,logement,justice,numerique,28,1,True,1435,simple,True
1359,2507,126,2024-10-06 19:57:33.363564,energie,cnav,visio,117,4,True,450,simple,False
1360,2262,177,2025-03-21 23:54:41.719564,emploi,msa,telephone,85,4,False,1055,complexe,False
1361,2924,139,2025-02-08 00:50:04.520366,acces_droit,justice,numerique,31,5,False,139,moyen,True
1362,2716,232,2025-01-17 21:09:22.621541,sante,pole_emploi,physique,57,3,True,239,complexe,True
1363,2408,145,2025-05-21 09:14:49.914542,famille,cpam,physique,65,5,True,351,moyen,True
1364,1373,140,2025-07-01 17:35:27.368195,emploi,la_poste,visio,89,5,False,1227,simple,True
1365,593,119,2024-10-27 17:42:30.861250,famille,ants,telephone,57,5,True,1437,moyen,True
1366,566,205,2024-08-12 08:47:52.707211,services_postaux,caf,numerique,62,2,True,1029,moyen,True
1367,3302,147,2025-02-13 18:45:25.902272,acces_droit,pole_emploi,telephone,109,5,False,300,moyen,True
1368,4854,174,2025-07-17 01:15:20.932888,retraite,la_poste,numerique,37,2,True,1207,simple,True
1369,4068,269,2025-07-06 08:10:30.356142,social,pole_emploi,telephone,18,2,False,427,simple,True
1370,4584,11,2024-09-11 04:23:26.024590,social,cpam,numerique,38,2,False,86,moyen,True
1371,3799,297,2025-01-08 14:02:37.687574,emploi,caf,telephone,96,3,True,1020,moyen,True
1372,2236,190,2024-09-24 06:53:02.797618,famille,msa,telephone,101,4,True,660,moyen,True
1373,3424,284,2024-09-17 07:47:17.813331,emploi,justice,physique,101,4,False,888,simple,False
1374,1496,252,2025-04-01 17:43:57.977474,sante,cnav,physique,25,3,True,933,simple,True
1375,1344,21,2025-01-02 20:50:45.718176,logement,cpam,telephone,82,2,False,1103,simple,True
1376,4968,47,2025-04-28 22:27:55.084501,sante,cpam,numerique,70,5,True,1092,complexe,True
1377,1991,65,2025-02-14 03:03:34.183481,acces_droit,msa,telephone,96,1,True,965,complexe,False
1378,543,227,2024-12-24 13:32:50.626299,famille,pole_emploi,visio,89,2,True,705,moyen,True
1379,2582,68,2024-12-31 15:59:18.860494,famille,cpam,numerique,115,1,True,1296,complexe,False
1380,3678,182,2025-05-04 11:42:53.963314,sante,cpam,physique,81,5,False,164,complexe,False
1381,1936,136,2024-10-07 02:28:59.356406,social,caf,physique,69,1,True,428,complexe,False
1382,1510,145,2024-12-04 00:12:41.723072,sante,ants,physique,112,5,False,1024,moyen,False
1383,1931,99,2025-04-16 06:25:11.423160,retraite,pole_emploi,telephone,109,2,False,419,moyen,True
1384,267,139,2024-08-05 16:55:41.409106,services_postaux,pole_emploi,telephone,70,4,False,1281,complexe,False
1385,95,242,2025-05-08 00:52:37.966221,social,justice,telephone,36,2,False,1442,moyen,False
1386,2313,74,2024-10-27 10:38:58.269379,famille,cnav,numerique,72,4,True,680,complexe,True
1387,2619,98,2025-06-03 22:41:29.300636,social,justice,visio,102,1,False,532,complexe,False
1388,4937,229,2024-12-05 11:22:22.085176,sante,ants,physique,61,1,False,1007,complexe,False
1389,4314,169,2025-02-27 08:31:01.667353,retraite,ants,telephone,88,2,True,176,complexe,False
1390,2489,65,2025-04-23 05:35:20.740898,retraite,justice,visio,56,4,False,317,complexe,True
1391,1145,110,2024-10-28 22:42:24.747783,sante,cnav,telephone,97,3,False,1390,complexe,False
1392,675,212,2024-08-07 08:59:08.349087,acces_droit,la_poste,visio,79,5,False,651,complexe,True
1393,3171,50,2025-04-07 13:56:00.751324,energie,caf,telephone,28,5,True,1170,simple,False
1394,4098,273,2025-07-17 11:33:02.250085,logement,ants,telephone,36,4,False,1133,moyen,True
1395,3936,196,2025-06-10 05:32:33.546323,famille,msa,physique,74,5,False,1361,moyen,False
1396,307,154,2025-01-11 17:15:47.364692,energie,cnav,physique,43,4,False,687,complexe,False
1397,399,78,2024-07-19 08:06:05.227484,social,pole_emploi,telephone,30,3,False,64,moyen,False
1398,742,230,2025-05-18 14:11:13.584050,acces_droit,justice,numerique,108,3,True,91,simple,False
1399,2333,218,2025-01-11 07:28:15.602875,logement,cnav,physique,87,1,True,764,simple,False
1400,656,179,2025-02-09 14:59:53.881121,social,caf,physique,92,4,False,305,simple,False
1401,1151,225,2024-07-28 21:00:38.581323,acces_droit,pole_emploi,physique,111,1,False,956,simple,True
1402,2958,202,2025-04-27 01:16:20.611375,social,cpam,numerique,54,5,False,20,moyen,True
1403,2987,107,2025-02-25 12:05:34.299922,sante,caf,physique,101,5,True,663,moyen,False
1404,3747,258,2025-07-16 02:10:58.869413,sante,ants,visio,98,4,True,1349,simple,False
1405,3120,278,2025-06-24 23:10:36.498840,famille,cpam,telephone,94,4,False,1461,complexe,False
1406,1482,167,2025-05-13 18:01:33.212013,social,cpam,physique,110,5,True,65,complexe,True
1407,18,150,2024-11-16 10:04:36.301319,emploi,msa,physique,25,1,True,393,simple,True
1408,4165,54,2024-08-27 03:21:20.283354,sante,la_poste,telephone,42,4,True,734,moyen,True
1409,2632,192,2025-05-06 00:52:36.941225,sante,cpam,visio,114,2,True,431,simple,False
1410,1000,188,2025-03-26 21:11:39.323533,energie,ants,physique,70,3,False,1091,simple,True
1411,3149,183,2024-11-10 20:39:18.844921,famille,la_poste,visio,95,4,False,297,simple,False
1412,1444,264,2025-05-20 17:22:09.816274,services_postaux,pole_emploi,numerique,107,3,False,147,moyen,False
1413,510,175,2024-12-04 17:14:25.574452,famille,caf,numerique,24,5,False,1480,moyen,False
1414,2488,44,2024-10-14 22:57:50.522440,services_postaux,pole_emploi,numerique,55,2,True,1396,simple,True
1415,4291,167,2025-03-17 22:09:45.881002,sante,msa,physique,118,5,True,725,moyen,False
1416,3261,163,2025-06-12 08:09:35.549111,famille,msa,numerique,61,5,False,1299,moyen,False
1417,4247,102,2024-12-12 03:39:10.728057,retraite,ants,numerique,96,1,False,726,moyen,False
1418,2810,158,2025-01-14 22:11:55.369741,services_postaux,cpam,visio,38,2,True,767,simple,False
1419,2149,102,2024-09-19 08:55:32.809801,acces_droit,justice,numerique,32,5,True,1453,moyen,False
1420,1015,118,2024-12-09 21:07:24.830933,emploi,msa,physique,35,4,False,879,moyen,False
1421,3434,240,2025-06-09 17:52:23.926006,famille,ants,visio,74,2,False,86,moyen,False
1422,2370,272,2025-02-08 06:47:29.724556,retraite,cnav,physique,41,5,False,284,simple,True
1423,3549,88,2024-08-23 02:44:12.789844,social,caf,visio,117,2,True,352,complexe,False
1424,1441,286,2025-06-30 17:48:42.856612,energie,justice,physique,107,2,True,163,simple,False
1425,2592,7,2025-01-31 07:08:20.385827,sante,cpam,telephone,64,5,True,358,complexe,False
1426,1727,180,2024-12-14 14:11:32.665085,retraite,caf,physique,26,3,False,1231,complexe,False
1427,1315,203,2024-11-30 19:07:11.641709,energie,la_poste,telephone,30,4,True,874,moyen,False
1428,778,135,2024-09-23 03:34:18.016234,acces_droit,la_poste,physique,115,3,True,667,simple,False
1429,3345,168,2024-10-23 18:53:29.765403,sante,la_poste,telephone,103,2,False,1366,moyen,False
1430,3272,139,2025-07-13 04:25:10.300086,retraite,cpam,numerique,80,1,False,296,complexe,True
1431,2204,11,2024-09-01 09:24:59.933130,acces_droit,msa,numerique,65,1,False,184,simple,True
1432,507,71,2025-04-13 17:45:02.910518,energie,cnav,telephone,59,2,True,708,moyen,False
1433,4754,127,2025-03-24 01:33:32.315753,social,cpam,visio,77,3,False,1190,simple,True
1434,4867,62,2024-09-09 03:30:38.863760,emploi,pole_emploi,numerique,118,3,True,1151,moyen,True
1435,1631,83,2025-03-18 05:20:57.133009,retraite,caf,numerique,21,1,False,1235,simple,True
1436,4536,112,2024-08-02 17:34:59.926413,acces_droit,cpam,physique,114,1,True,994,complexe,True
1437,248,115,2024-11-30 19:52:18.950780,services_postaux,caf,visio,33,1,True,908,complexe,True
1438,4284,158,2025-01-05 14:15:30.368716,emploi,cnav,telephone,72,4,True,762,simple,True
1439,4963,265,2024-09-10 12:23:05.715721,energie,pole_emploi,numerique,106,4,True,1343,moyen,True
1440,2145,140,2025-01-09 12:42:55.748632,emploi,caf,physique,23,4,False,580,simple,False
1441,1735,148,2024-08-29 08:03:05.157346,social,caf,physique,65,5,True,1153,complexe,True
1442,3685,296,2024-12-19 19:42:29.942516,services_postaux,la_poste,visio,118,3,True,591,simple,True
1443,2733,194,2025-01-10 00:24:31.892731,emploi,msa,physique,59,3,True,188,complexe,False
1444,4551,19,2025-04-22 01:29:42.266013,sante,cnav,physique,69,5,True,1200,complexe,True
1445,1145,279,2025-03-10 06:26:31.421114,sante,cpam,physique,47,4,True,686,complexe,False
1446,2102,153,2025-01-22 18:57:49.923841,acces_droit,pole_emploi,physique,54,5,True,249,complexe,True
1447,2225,277,2024-09-06 08:34:39.149956,logement,caf,telephone,41,2,False,50,moyen,True
1448,1359,175,2024-10-05 11:59:46.017004,famille,cnav,visio,58,1,False,578,complexe,True
1449,2971,194,2024-10-17 10:59:48.680721,famille,cpam,telephone,65,3,False,856,complexe,False
1450,991,298,2025-07-09 07:38:40.230161,social,msa,physique,65,1,False,648,complexe,True
1451,2628,122,2025-02-06 02:14:43.423046,retraite,la_poste,physique,22,4,True,829,simple,True
1452,1845,127,2025-01-02 04:36:44.716044,services_postaux,justice,visio,112,2,True,1076,complexe,True
1453,3714,85,2025-06-15 06:31:21.987896,social,pole_emploi,physique,53,1,True,618,moyen,True
1454,2059,9,2024-12-08 06:53:57.853315,energie,justice,numerique,30,3,False,885,simple,True
1455,2048,7,2024-12-06 14:11:37.599522,energie,pole_emploi,visio,108,5,True,559,simple,True
1456,3060,90,2024-12-30 13:42:05.043363,famille,cpam,telephone,108,4,False,1164,simple,False
1457,3180,243,2025-03-16 14:30:11.824716,acces_droit,cpam,telephone,109,4,True,1423,complexe,False
1458,1600,121,2025-01-15 14:18:54.903672,famille,msa,numerique,41,2,False,30,moyen,False
1459,3596,193,2025-05-27 20:12:30.215462,emploi,msa,visio,46,3,False,444,complexe,False
1460,1591,65,2024-12-20 15:00:48.886309,sante,caf,physique,59,3,True,490,complexe,False
1461,1603,147,2024-11-06 04:54:49.770709,services_postaux,pole_emploi,numerique,101,1,False,1022,moyen,False
1462,3961,150,2024-09-04 17:42:41.529453,social,cpam,telephone,91,3,False,1284,complexe,False
1463,444,42,2025-04-15 06:44:34.965227,services_postaux,ants,physique,38,5,True,68,moyen,True
1464,1526,251,2025-04-01 01:10:08.968387,retraite,pole_emploi,physique,62,2,True,601,moyen,True
1465,9,284,2024-12-29 01:21:58.758671,retraite,caf,physique,113,1,True,502,simple,False
1466,1507,12,2024-10-19 14:53:57.634857,social,cnav,physique,29,3,False,1391,simple,True
1467,4941,288,2024-12-03 16:00:16.121489,social,justice,telephone,67,3,True,893,simple,True
1468,3686,262,2025-04-20 16:33:13.332976,logement,la_poste,physique,70,3,True,121,complexe,True
1469,2253,282,2024-12-20 19:20:26.565845,social,cnav,telephone,39,2,True,1458,moyen,False
1470,329,218,2025-06-24 22:56:26.279285,social,caf,physique,90,4,True,928,moyen,False
1471,1800,5,2025-03-24 02:06:18.722275,sante,caf,telephone,33,2,False,525,complexe,False
1472,1915,256,2025-05-29 08:45:42.453927,emploi,ants,physique,72,5,True,1203,simple,True
1473,915,180,2024-12-16 23:03:40.047415,retraite,la_poste,visio,46,1,True,1028,moyen,False
1474,1880,63,2025-06-16 09:50:21.990499,acces_droit,la_poste,physique,18,5,True,1445,simple,False
1475,63,68,2025-01-21 16:28:25.246611,sante,cnav,telephone,62,4,False,506,complexe,True
1476,972,204,2025-02-03 18:00:32.165073,social,msa,physique,108,1,True,1457,moyen,False
1477,2362,262,2024-11-12 09:55:47.404347,sante,cpam,physique,53,4,True,126,simple,False
1478,3259,68,2024-07-21 05:27:05.319083,social,la_poste,numerique,15,2,False,315,moyen,False
1479,2300,83,2024-08-21 10:33:32.069417,logement,pole_emploi,telephone,18,2,False,387,simple,False
1480,2934,225,2024-09-02 10:57:07.917056,logement,la_poste,physique,45,3,True,61,moyen,True
1481,1921,188,2025-05-20 04:49:20.744423,social,pole_emploi,physique,83,3,True,265,complexe,False
1482,656,116,2024-09-15 12:11:35.738310,famille,msa,telephone,70,1,True,718,simple,False
1483,174,126,2024-09-16 00:42:54.109855,emploi,cnav,telephone,22,5,False,1319,simple,True
1484,1162,266,2024-08-23 00:23:46.043799,sante,caf,telephone,16,3,False,1338,simple,True
1485,3518,146,2024-10-22 12:46:30.498383,logement,cnav,numerique,58,5,False,554,complexe,True
1486,3499,132,2025-02-27 16:14:29.235069,social,msa,physique,92,4,True,285,complexe,False
1487,4958,40,2025-04-05 21:16:41.690575,services_postaux,pole_emploi,physique,27,5,True,241,complexe,True
1488,1857,91,2025-01-22 01:49:33.189590,famille,justice,physique,33,1,False,1030,complexe,True
1489,4322,77,2025-03-21 17:44:32.267021,sante,msa,telephone,21,3,False,309,simple,True
1490,2275,100,2025-04-12 23:03:22.210896,energie,caf,telephone,111,1,False,77,simple,False
1491,2178,77,2025-04-16 14:48:15.122850,sante,cpam,visio,107,4,True,532,complexe,True
1492,4292,9,2025-03-31 08:14:19.339856,emploi,msa,numerique,93,5,False,330,moyen,True
1493,2561,49,2025-02-10 14:39:06.663414,energie,msa,visio,94,4,False,859,complexe,False
1494,1260,247,2025-04-11 18:49:14.699416,famille,cnav,telephone,94,3,True,907,simple,True
