id,age,genre,situation_familiale,niveau_numerique,code_postal,ville,date_inscription,frequence_visite
678,58,F,concubinage,avance,81976,Guilbert,2025-02-05,regulier
679,58,M,veuf,intermediaire,02587,Massonboeuf,2023-12-25,occasionnel
680,54,F,divorce,avance,95911,Foucher,2023-09-03,occasionnel
681,55,F,marie,avance,65697,Saint Hugues-sur-Mer,2025-05-09,nouveau
682,56,M,concubinage,avance,30971,Sainte Adélaïde,2024-11-30,regulier
683,35,F,divorce,debutant,15590,Hernandez-les-Bains,2025-05-24,regulier
684,59,F,veuf,avance,46700,Guyot,2024-05-27,nouveau
685,45,F,concubinage,debutant,91566,Jourdan,2023-11-03,occasionnel
686,24,M,veuf,avance,28647,Da Silva,2024-01-25,nouveau
687,39,F,concubinage,intermediaire,47141,Allard,2023-10-05,occasionnel
688,84,M,veuf,debutant,03473,Chrétien,2025-02-09,occasionnel
689,32,M,concubinage,avance,79452,Descamps,2025-02-14,nouveau
690,51,M,veuf,debutant,21761,Fernandes-sur-Mer,2024-11-10,occasionnel
691,38,F,veuf,intermediaire,35924,Delahaye,2024-11-09,occasionnel
692,47,M,veuf,debutant,94367,Leblanc-sur-Gallet,2025-02-13,occasionnel
693,66,F,marie,intermediaire,84343,Sainte Robert,2023-10-15,nouveau
694,44,M,concubinage,debutant,51575,Pons,2024-09-10,occasionnel
695,43,F,celibataire,intermediaire,97142,Sainte Bertrand-la-Forêt,2025-03-12,occasionnel
696,19,M,celibataire,intermediaire,23562,Sainte AlixVille,2025-05-24,occasionnel
697,68,F,marie,avance,97257,Bouchet-sur-Guillet,2024-10-29,occasionnel
698,80,F,celibataire,avance,37972,Dubois,2024-03-24,occasionnel
699,84,M,concubinage,avance,17317,Rocher-sur-Lemoine,2025-05-10,nouveau
700,75,F,veuf,intermediaire,01620,Gallet,2024-02-28,regulier
701,29,M,divorce,intermediaire,63663,Saint MargotBourg,2024-08-05,regulier
702,19,F,celibataire,intermediaire,16479,Lagarde-sur-Mer,2025-04-23,occasionnel
703,40,F,celibataire,debutant,59957,Sainte Alain,2023-12-13,occasionnel
704,65,M,concubinage,avance,51670,EvrardVille,2024-06-26,regulier
705,69,F,celibataire,intermediaire,70340,Perez,2024-07-11,regulier
706,62,M,concubinage,intermediaire,94621,Dupuy-sur-Mer,2023-08-06,nouveau
707,80,F,divorce,intermediaire,41592,Paris,2024-09-05,nouveau
708,49,F,veuf,intermediaire,02367,Grenier-la-Forêt,2024-03-21,occasionnel
709,51,F,marie,avance,39360,Couturier,2023-11-01,regulier
710,61,F,veuf,avance,70621,Sainte Nathalie-la-Forêt,2025-06-09,regulier
711,47,F,concubinage,intermediaire,79380,Sainte Édith,2024-09-07,nouveau
712,23,M,marie,debutant,30293,Sainte JacquesBourg,2023-09-22,occasionnel
713,33,F,celibataire,intermediaire,87893,Bouvier,2025-07-13,nouveau
714,18,M,concubinage,debutant,76377,Humbert,2023-09-04,nouveau
715,43,M,celibataire,intermediaire,44483,Bourdon-les-Bains,2024-03-15,occasionnel
716,41,M,concubinage,intermediaire,93514,Da CostaVille,2025-06-16,nouveau
717,54,M,veuf,avance,28354,Gay,2025-02-26,occasionnel
718,46,F,celibataire,avance,40242,Moreno,2024-04-05,occasionnel
719,64,F,veuf,intermediaire,97350,HernandezVille,2024-08-28,regulier
720,62,M,marie,avance,70321,Pires,2024-06-23,nouveau
721,54,F,marie,avance,59848,PoulainVille,2024-04-16,occasionnel
722,75,M,celibataire,intermediaire,20348,Camus-sur-De Oliveira,2025-02-04,nouveau
723,70,F,divorce,intermediaire,51949,Bailly,2025-07-05,regulier
724,42,F,marie,avance,69311,Durand-les-Bains,2024-01-06,nouveau
725,76,M,celibataire,avance,20820,Saint Jeanninenec,2024-05-10,occasionnel
726,73,F,veuf,debutant,67220,PayetVille,2025-06-22,nouveau
727,48,M,veuf,debutant,78139,Delannoy-les-Bains,2025-01-13,occasionnel
728,85,F,divorce,avance,80691,Poulain,2024-02-20,nouveau
729,20,M,divorce,debutant,13993,Davidnec,2023-10-06,regulier
730,31,F,divorce,intermediaire,30637,Cousin,2023-10-20,occasionnel
731,62,F,celibataire,intermediaire,11538,Fontaine,2024-08-25,regulier
732,80,F,marie,debutant,49301,Lopes-sur-Petitjean,2024-06-15,nouveau
733,20,M,celibataire,intermediaire,94126,Sainte Catherine-sur-Mer,2025-04-09,regulier
734,28,M,concubinage,debutant,11782,Sainte Pénélopedan,2024-04-02,regulier
735,40,M,celibataire,debutant,83124,Fischer-les-Bains,2024-02-03,nouveau
736,56,F,celibataire,debutant,95300,BenardBourg,2025-02-23,occasionnel
737,49,F,divorce,avance,34797,Charpentier,2024-05-04,nouveau
738,71,M,divorce,intermediaire,03567,Saint Inèsdan,2024-11-12,occasionnel
739,37,M,celibataire,avance,68289,Hernandezboeuf,2023-09-27,nouveau
740,82,M,marie,intermediaire,51577,Dupont-sur-Chartier,2024-05-28,regulier
741,59,F,divorce,avance,97413,Roussel,2025-06-16,nouveau
742,67,M,divorce,debutant,97455,Verdier-les-Bains,2024-08-28,regulier
743,18,M,divorce,intermediaire,42842,Sainte NoémiVille,2025-06-28,occasionnel
744,30,F,celibataire,intermediaire,23582,Rey-les-Bains,2024-06-05,nouveau
745,83,M,concubinage,avance,24709,Sainte Chantal,2023-11-22,occasionnel
746,21,M,celibataire,debutant,52828,Perez,2025-02-05,occasionnel
747,66,M,veuf,debutant,61305,Gallet,2024-04-25,nouveau
748,21,M,celibataire,debutant,66385,Cohen-la-Forêt,2025-06-01,occasionnel
749,37,F,celibataire,avance,48346,Rolland,2024-02-26,nouveau
750,31,F,veuf,intermediaire,76409,Le RouxVille,2024-12-31,nouveau
751,49,F,divorce,intermediaire,65900,Gillet,2023-07-23,regulier
752,79,M,veuf,avance,49731,Guyon,2023-08-10,occasionnel
753,27,M,celibataire,intermediaire,12457,Da Costa,2023-09-01,nouveau
754,77,F,divorce,intermediaire,58150,Sainte Édithboeuf,2025-01-23,regulier
755,30,F,divorce,avance,97159,Girard,2023-12-03,regulier
756,67,F,marie,debutant,15295,Mercier,2023-12-02,occasionnel
757,30,F,veuf,intermediaire,86650,Lombard,2023-08-14,nouveau
758,30,M,divorce,debutant,97125,Torres,2025-02-13,regulier
759,64,M,concubinage,debutant,61768,Thomas-sur-Laine,2025-06-21,regulier
760,21,F,concubinage,debutant,40311,Lebon-les-Bains,2025-05-08,occasionnel
761,79,M,concubinage,avance,68243,Fernandez,2024-07-23,regulier
762,26,M,divorce,intermediaire,16470,Da Costaboeuf,2025-06-22,nouveau
763,21,F,veuf,intermediaire,51557,Delaunay,2024-10-11,regulier
764,68,M,celibataire,intermediaire,04905,Pages,2024-12-21,regulier
765,21,F,marie,debutant,42441,Toussaint,2025-04-14,regulier
766,29,F,veuf,debutant,04988,Gaillard,2024-04-30,nouveau
767,54,F,veuf,intermediaire,89245,Saint Sylvie,2025-05-06,nouveau
768,50,F,concubinage,avance,43595,Guichard-sur-Bertrand,2024-02-28,occasionnel
769,60,F,veuf,intermediaire,84353,Sainte Pierredan,2025-06-29,nouveau
770,54,M,concubinage,avance,80288,Saint Geneviève,2024-06-10,nouveau
771,75,M,concubinage,intermediaire,21734,Millet,2024-06-14,regulier
772,64,M,divorce,debutant,51583,Lévy,2024-02-24,regulier
773,60,M,marie,intermediaire,47984,Legrand,2024-07-03,occasionnel
774,69,M,concubinage,intermediaire,60177,Da Costa,2025-05-04,occasionnel
775,36,F,celibataire,debutant,12381,Sainte Émileboeuf,2023-08-12,occasionnel
776,54,F,divorce,avance,61504,Besson,2024-07-02,nouveau
777,38,F,concubinage,avance,66120,PoirierBourg,2024-06-23,nouveau
778,34,F,concubinage,debutant,17157,Cohendan,2025-05-21,regulier
779,80,M,celibataire,debutant,97230,GuillouBourg,2024-10-12,regulier
780,83,M,divorce,avance,95459,Martelnec,2024-10-02,nouveau
781,19,F,marie,debutant,85780,Barbierdan,2024-05-26,occasionnel
782,25,M,veuf,debutant,09428,Vallée,2024-08-07,occasionnel
783,21,F,marie,avance,81623,Dupuisboeuf,2024-09-23,nouveau
784,46,F,marie,debutant,49972,Sainte Susannedan,2024-08-18,regulier
785,78,F,concubinage,intermediaire,46478,AubryBourg,2025-06-17,nouveau
786,70,F,celibataire,debutant,97297,Clément,2024-10-20,nouveau
787,59,M,marie,debutant,60538,Delorme,2025-04-30,regulier
788,83,M,celibataire,avance,52495,Raynaudboeuf,2024-08-12,regulier
789,70,M,divorce,intermediaire,93168,Mullernec,2024-05-04,regulier
790,69,M,veuf,avance,37150,Noëlnec,2023-10-10,nouveau
791,65,M,marie,intermediaire,43596,Ferrandboeuf,2024-04-16,regulier
792,38,F,veuf,avance,25911,Sainte Virginie-sur-Mer,2024-10-06,occasionnel
793,77,M,veuf,avance,57164,Saint Arthur,2023-11-27,occasionnel
794,51,M,celibataire,intermediaire,83650,Maury,2023-08-23,regulier
795,71,M,celibataire,debutant,22877,Roche-les-Bains,2023-11-23,regulier
796,83,M,concubinage,debutant,12544,Riou,2024-10-31,occasionnel
797,48,F,veuf,intermediaire,23352,Delaunay,2023-10-26,nouveau
798,19,M,celibataire,debutant,97150,Lambert-les-Bains,2023-08-02,nouveau
799,85,F,divorce,debutant,20538,Valette-sur-Mer,2024-04-08,nouveau
800,23,F,concubinage,debutant,73189,Joubert,2024-04-04,nouveau
801,52,F,marie,avance,94407,Ferreira,2025-01-07,regulier
802,71,F,marie,avance,30819,Sainte Lucas,2023-10-05,regulier
803,76,F,divorce,debutant,20462,Bousquetboeuf,2024-09-03,nouveau
804,45,M,marie,debutant,23775,Guibert-sur-Maurice,2024-04-11,occasionnel
805,77,M,celibataire,avance,81665,Leclerc-sur-Mer,2024-11-01,occasionnel
806,53,M,marie,intermediaire,97623,Descamps,2023-09-21,regulier
807,77,F,divorce,debutant,72329,Blanchard-sur-Mer,2023-11-13,regulier
808,57,M,divorce,avance,84624,Delorme,2024-06-04,nouveau
809,59,M,celibataire,intermediaire,08825,Sainte ChristianeBourg,2025-04-21,occasionnel
810,75,F,veuf,debutant,48487,Saint Diane,2024-09-07,occasionnel
811,75,M,concubinage,avance,11588,Ferrand,2024-07-19,regulier
812,64,M,veuf,avance,76365,Saint JacquelineBourg,2024-08-27,nouveau
813,56,F,marie,debutant,10793,Boulay,2023-09-19,regulier
814,37,M,marie,intermediaire,85282,Lefortboeuf,2023-09-09,nouveau
815,82,M,marie,intermediaire,37869,Saint NathalieBourg,2024-06-15,occasionnel
816,24,M,veuf,debutant,05126,Hubertboeuf,2024-01-15,regulier
817,22,M,veuf,debutant,60380,Sainte Denisnec,2023-08-16,nouveau
818,49,F,concubinage,avance,42906,Daniel,2024-02-29,nouveau
819,20,F,celibataire,avance,31340,Becker,2023-12-02,nouveau
820,48,F,concubinage,intermediaire,24636,Saint Valentine-les-Bains,2024-04-09,occasionnel
821,23,F,concubinage,debutant,88926,Chevallier,2024-06-29,nouveau
822,24,M,divorce,intermediaire,15699,LegrandBourg,2024-10-24,regulier
823,39,F,celibataire,avance,82430,Perretboeuf,2024-05-16,regulier
824,45,F,concubinage,intermediaire,02516,Lefortnec,2025-07-01,regulier
825,41,M,veuf,avance,75199,Briand,2024-11-11,nouveau
826,49,F,divorce,debutant,64545,Ledoux,2023-12-05,regulier
827,56,F,celibataire,intermediaire,63711,Saint Marianne,2024-10-24,nouveau
828,68,F,divorce,debutant,13897,Sainte Alaindan,2024-04-10,nouveau
829,58,M,marie,intermediaire,11851,Lévêque,2025-07-07,nouveau
830,35,M,celibataire,intermediaire,95713,Sainte Édith-les-Bains,2025-01-22,regulier
831,48,M,concubinage,avance,40133,Faivredan,2025-04-10,occasionnel
832,42,F,divorce,intermediaire,14405,Blot,2023-10-13,regulier
833,79,M,celibataire,intermediaire,36263,Techer-les-Bains,2024-10-10,regulier
834,20,F,divorce,avance,80981,Camus-sur-Lenoir,2025-05-03,occasionnel
835,58,F,veuf,intermediaire,12327,Fournier,2023-11-24,occasionnel
836,83,M,divorce,avance,30475,Regnier-sur-Morvan,2025-07-12,occasionnel
837,55,F,celibataire,avance,19278,Perrier,2025-01-29,nouveau
838,50,M,celibataire,debutant,69281,Morvan,2023-08-27,regulier
839,34,F,divorce,intermediaire,33385,Tanguynec,2025-04-21,nouveau
840,22,F,marie,debutant,06840,Sainte Lucy,2024-01-30,regulier
841,67,M,celibataire,intermediaire,10697,Georges,2024-09-10,nouveau
842,53,M,celibataire,avance,06399,CharlesBourg,2023-11-16,occasionnel
843,44,F,celibataire,debutant,71364,Lejeunedan,2025-02-25,nouveau
844,81,F,concubinage,avance,34386,Saint Marthe,2024-02-11,nouveau
845,47,M,veuf,avance,39121,Saint Michèle,2024-06-24,regulier
846,83,M,veuf,debutant,72973,Godard,2023-09-09,occasionnel
847,25,M,concubinage,debutant,22872,Caron,2023-08-28,regulier
848,69,M,concubinage,intermediaire,26221,Albertboeuf,2024-07-12,occasionnel
849,55,F,marie,intermediaire,83172,Cordier-sur-Mallet,2024-05-26,regulier
850,47,M,concubinage,debutant,87589,Le Roux-sur-Mer,2024-06-28,nouveau
851,70,F,divorce,avance,77761,Evrard,2024-08-26,nouveau
852,56,F,divorce,avance,27993,FrançoisBourg,2024-05-14,occasionnel
853,73,F,veuf,avance,69538,Payet-sur-Joseph,2023-08-22,occasionnel
854,59,F,divorce,intermediaire,30230,Gomezboeuf,2025-04-17,nouveau
855,56,F,marie,debutant,60494,Simon,2024-07-07,occasionnel
856,80,M,concubinage,intermediaire,63512,Le Goff-sur-Mer,2024-10-10,regulier
857,79,F,marie,intermediaire,51102,Coulon,2025-06-26,occasionnel
858,40,F,celibataire,intermediaire,68446,Sainte Constance-la-Forêt,2023-12-27,regulier
859,52,F,concubinage,avance,90721,Cohen,2025-01-06,occasionnel
860,31,F,celibataire,intermediaire,85867,Delannoy-sur-Mer,2024-04-19,nouveau
861,73,F,divorce,avance,97273,Saint LorraineVille,2024-03-04,regulier
862,23,F,concubinage,avance,50593,Lévy,2025-02-28,nouveau
863,74,M,divorce,avance,78654,Delaunay-sur-Blanchet,2023-07-29,nouveau
864,28,F,veuf,debutant,61111,Louis,2023-08-10,nouveau
865,33,F,celibataire,avance,28127,Royerboeuf,2024-11-29,nouveau
866,25,M,marie,intermediaire,22127,Lefort,2024-08-30,occasionnel
867,36,F,marie,avance,70668,Saint Adélaïde,2024-03-24,nouveau
868,29,M,concubinage,intermediaire,04886,Pineau-les-Bains,2024-03-25,regulier
869,35,F,marie,intermediaire,09895,Bodin-les-Bains,2024-12-08,occasionnel
870,45,F,divorce,avance,90941,Cordiernec,2023-11-14,regulier
871,70,F,celibataire,avance,65634,Laporte,2024-01-28,regulier
872,40,M,marie,debutant,69417,Lebrun-sur-Da Costa,2023-08-10,nouveau
873,64,F,divorce,intermediaire,97213,Pires,2025-03-07,regulier
874,43,M,concubinage,debutant,56322,Roger-sur-Moulin,2025-02-21,regulier
875,19,F,veuf,intermediaire,64852,Blanchetboeuf,2024-06-27,occasionnel
876,60,F,veuf,debutant,67506,Dos Santos-sur-Mary,2024-07-03,regulier
877,48,F,veuf,avance,30202,MorenoBourg,2024-10-05,regulier
878,23,F,celibataire,debutant,31416,Sainte Virginie-sur-Mer,2023-12-24,occasionnel
879,56,F,concubinage,intermediaire,77409,Aubry,2024-10-18,regulier
880,41,M,concubinage,debutant,12528,Courtoisnec,2024-09-21,occasionnel
881,40,M,celibataire,debutant,55842,Poulainnec,2024-12-05,occasionnel
882,18,F,concubinage,debutant,69498,Gauthier,2024-05-11,regulier
883,29,M,veuf,intermediaire,97211,Giraud-les-Bains,2025-05-24,occasionnel
884,45,M,celibataire,avance,19377,Saint Adélaïde,2025-05-05,occasionnel
885,72,M,concubinage,intermediaire,83810,Monnier-la-Forêt,2023-09-21,nouveau
886,23,M,celibataire,avance,37310,Bousquet-sur-Guérin,2024-05-28,nouveau
887,61,M,divorce,avance,27516,Boucher-sur-Raymond,2025-02-05,regulier
888,31,F,veuf,avance,26211,Roux-les-Bains,2025-04-28,nouveau
889,33,F,veuf,debutant,11548,Leclerc,2024-03-31,nouveau
890,23,M,divorce,intermediaire,50732,Saint Agathe,2023-08-24,regulier
891,29,M,concubinage,debutant,29739,Sainte Marc,2024-08-06,nouveau
892,20,M,concubinage,avance,01368,Chartierdan,2025-06-15,nouveau
893,24,M,celibataire,intermediaire,07121,Massonnec,2025-03-17,regulier
894,33,F,marie,avance,07394,Delorme-sur-Mer,2024-08-16,nouveau
895,19,F,concubinage,intermediaire,80668,Durand,2023-08-26,occasionnel
896,52,F,veuf,intermediaire,97276,Germain-les-Bains,2025-01-28,regulier
897,22,M,divorce,debutant,12548,Roy,2024-07-26,nouveau
898,21,F,divorce,debutant,63730,Thibaultnec,2024-01-09,nouveau
899,19,F,veuf,avance,56685,Albert-les-Bains,2024-02-18,occasionnel
900,56,M,marie,avance,88674,Pires,2025-03-05,regulier
901,85,F,concubinage,intermediaire,23803,Lacombe,2023-09-05,regulier
902,47,F,marie,avance,20776,Besson-sur-Bailly,2023-10-09,occasionnel
903,49,F,concubinage,avance,11482,Sainte Gilles,2024-07-07,occasionnel
904,24,F,veuf,avance,53653,Barbiernec,2024-12-29,nouveau
905,57,F,celibataire,debutant,24144,Saint Zacharie,2025-05-02,occasionnel
906,38,F,marie,avance,43384,Mahe,2024-09-09,regulier
907,42,M,veuf,avance,80542,Valentin,2024-09-11,nouveau
908,43,F,marie,debutant,97145,Hamel,2024-01-19,nouveau
909,54,F,celibataire,intermediaire,94885,Saint André,2023-09-27,regulier
910,47,F,veuf,intermediaire,97218,Parisnec,2023-07-18,regulier
911,30,F,concubinage,avance,78386,Hebertboeuf,2024-09-07,regulier
912,41,M,divorce,avance,62383,Martin-sur-Blin,2025-04-25,occasionnel
913,37,M,veuf,debutant,12790,Allain,2023-12-08,nouveau
914,23,F,veuf,intermediaire,79143,Bernier,2023-11-01,occasionnel
915,49,F,divorce,avance,70280,Didier-la-Forêt,2024-11-22,occasionnel
916,47,F,marie,intermediaire,13333,Daniel-la-Forêt,2025-01-25,nouveau
917,42,F,celibataire,avance,13975,Clerc,2025-01-12,occasionnel
918,58,M,divorce,intermediaire,04539,Regnier-la-Forêt,2024-05-19,nouveau
919,61,F,veuf,debutant,76792,Boulanger,2025-06-11,nouveau
920,53,F,celibataire,intermediaire,92130,NoëlVille,2024-02-05,occasionnel
921,65,F,celibataire,avance,67783,Saint Pauline,2023-11-16,occasionnel
922,25,M,concubinage,avance,79349,Sainte Amélie,2024-07-30,occasionnel
923,40,F,concubinage,intermediaire,91550,Maurice,2023-11-30,occasionnel
924,20,M,veuf,intermediaire,74992,Blondeldan,2024-06-30,nouveau
925,84,M,veuf,debutant,02427,Charpentier-les-Bains,2025-01-31,regulier
926,29,F,divorce,intermediaire,97237,Moreno,2023-09-04,regulier
927,38,F,veuf,debutant,49348,Guyon-sur-Jacquet,2025-01-28,regulier
928,54,F,divorce,avance,61648,Bonnet-la-Forêt,2024-02-01,occasionnel
929,59,F,veuf,intermediaire,83593,Martin,2025-07-04,occasionnel
930,27,M,marie,debutant,97336,Sainte Brigitte,2023-10-24,occasionnel
931,67,M,celibataire,avance,59279,MartinBourg,2024-07-07,occasionnel
932,85,M,concubinage,intermediaire,68538,Bodinboeuf,2024-04-05,nouveau
933,58,M,celibataire,debutant,49915,Saint Vincent,2024-08-31,occasionnel
934,57,M,divorce,avance,91102,HumbertBourg,2024-09-08,nouveau
935,47,M,divorce,intermediaire,83421,Sainte Christiane-les-Bains,2024-09-28,nouveau
936,52,M,celibataire,debutant,94949,Joly,2025-01-21,regulier
937,62,F,celibataire,intermediaire,52129,Jacob,2024-03-19,regulier
938,35,F,divorce,avance,36993,Lemonnier,2024-10-24,occasionnel
939,75,F,veuf,intermediaire,47676,Blot,2024-05-09,occasionnel
940,41,F,marie,avance,21443,Valentin,2025-01-27,occasionnel
941,55,M,celibataire,intermediaire,77260,BesnardBourg,2023-08-23,regulier
942,20,F,marie,intermediaire,42246,Weiss,2025-07-01,regulier
943,46,M,celibataire,debutant,81727,Collin-sur-Mer,2023-08-29,regulier
944,21,M,veuf,intermediaire,82257,FontaineBourg,2023-07-23,nouveau
945,63,M,veuf,debutant,39133,Sainte Yves,2024-07-29,nouveau
946,18,M,marie,debutant,76487,Renaud-sur-Chauveau,2025-06-28,occasionnel
947,31,F,concubinage,intermediaire,37750,Pineau-sur-Marie,2024-05-14,nouveau
948,64,M,veuf,debutant,18384,Saint Alain-la-Forêt,2025-04-15,regulier
949,45,M,veuf,avance,02392,Allard-les-Bains,2025-07-17,nouveau
950,79,F,divorce,debutant,25828,Grenier,2024-04-27,regulier
951,53,F,veuf,intermediaire,81349,Simon,2024-05-03,occasionnel
952,77,M,marie,intermediaire,26456,Saint Astriddan,2024-08-17,occasionnel
953,38,F,concubinage,debutant,75836,Maréchal-sur-Marin,2023-09-20,regulier
954,61,F,celibataire,intermediaire,25352,Maryboeuf,2025-05-25,nouveau
955,20,F,concubinage,debutant,25332,Sainte Xavier,2024-06-20,occasionnel
956,21,M,concubinage,debutant,52234,ThomasBourg,2023-07-23,regulier
957,41,F,veuf,intermediaire,65916,Vallée,2024-11-15,occasionnel
958,27,F,concubinage,intermediaire,09209,Sainte AgnèsVille,2025-01-09,regulier
959,27,F,marie,avance,60249,Couturier,2024-09-21,regulier
960,72,F,concubinage,debutant,31524,Renard,2024-10-10,regulier
961,45,F,veuf,avance,15579,Saint Alexandre,2024-09-08,regulier
962,26,M,veuf,avance,27146,Neveu-sur-Nicolas,2024-11-03,occasionnel
963,44,F,marie,avance,07825,Pasquierboeuf,2024-06-04,regulier
964,70,M,divorce,intermediaire,70610,Blondel-sur-Bertrand,2023-08-29,nouveau
965,64,M,concubinage,avance,45272,Faivre-sur-Julien,2023-11-29,nouveau
966,75,M,veuf,intermediaire,78551,Lejeune-sur-Henry,2024-02-07,nouveau
967,54,F,divorce,debutant,83967,Mendès,2024-11-29,regulier
968,83,F,divorce,debutant,66930,Mathieu,2023-09-03,occasionnel
969,47,M,veuf,debutant,68613,Breton,2024-12-18,nouveau
970,63,M,celibataire,debutant,61134,Bertrand-sur-Bouvet,2024-06-16,nouveau
971,47,M,divorce,avance,89718,Marchand-sur-Langlois,2024-01-08,regulier
972,70,F,celibataire,intermediaire,27939,Chauvin,2025-03-30,occasionnel
973,54,F,concubinage,debutant,43819,Henry,2025-03-19,occasionnel
974,44,F,divorce,intermediaire,57524,Marion,2024-06-19,occasionnel
975,50,M,concubinage,avance,28768,Saint Lucas,2024-04-24,regulier
976,54,F,celibataire,debutant,97692,Saint ÉliseVille,2024-01-17,regulier
977,67,M,concubinage,avance,78219,MartelBourg,2023-07-23,occasionnel
978,37,M,marie,intermediaire,08466,Meunier,2025-03-31,regulier
979,60,M,marie,intermediaire,35660,Bègue,2024-01-28,regulier
980,64,F,concubinage,intermediaire,92344,Marie-les-Bains,2024-10-18,regulier
981,23,M,celibataire,debutant,15383,Colletnec,2025-05-11,nouveau
982,70,F,concubinage,avance,03304,Torres,2024-09-24,nouveau
983,59,F,marie,avance,19967,Lelièvre-la-Forêt,2024-05-18,occasionnel
984,21,M,celibataire,intermediaire,78565,Renard,2024-02-21,nouveau
985,75,F,concubinage,debutant,10778,Lacombenec,2024-04-01,nouveau
986,45,F,veuf,debutant,15928,Guibert,2023-12-19,occasionnel
987,41,M,veuf,intermediaire,08299,Leclercq,2024-12-18,regulier
988,76,M,veuf,debutant,58491,Saint Nathalie,2025-04-15,nouveau
989,84,M,veuf,avance,85809,Sainte Christine-les-Bains,2023-08-01,nouveau
990,84,F,celibataire,debutant,83896,Saint Agnès-les-Bains,2024-12-03,nouveau
991,26,F,veuf,intermediaire,28998,Marquesboeuf,2024-12-27,nouveau
992,28,F,veuf,intermediaire,66763,Sainte Marcel,2024-01-08,nouveau
993,58,F,concubinage,intermediaire,53396,Chartier,2023-09-11,occasionnel
994,26,M,veuf,debutant,01363,Toussaint-sur-Denis,2024-06-02,nouveau
995,73,F,concubinage,intermediaire,18127,Petitjean,2024-07-12,occasionnel
996,26,M,concubinage,avance,58753,Simonnec,2025-03-28,occasionnel
997,60,F,celibataire,intermediaire,01895,Gay,2025-04-15,regulier
998,42,F,celibataire,debutant,40516,Sainte Odette,2023-08-29,occasionnel
999,56,M,veuf,debutant,23849,Gimenez-sur-Riou,2024-06-07,nouveau
1000,64,M,marie,intermediaire,35926,Blin,2025-04-27,regulier
1001,73,M,veuf,intermediaire,47466,Guillaumeboeuf,2024-09-29,regulier
1002,67,M,divorce,debutant,62119,Saint Nathalie,2024-10-09,nouveau
1003,36,M,veuf,intermediaire,83737,Garnier-sur-Coste,2023-11-15,regulier
1004,70,M,marie,avance,07853,Sainte Danielledan,2025-03-22,occasionnel
1005,69,M,celibataire,avance,60962,Bodin-la-Forêt,2023-08-20,occasionnel
1006,30,M,divorce,intermediaire,15836,Guillot,2024-10-21,nouveau
1007,25,M,concubinage,debutant,21653,Goncalves,2024-05-28,regulier
1008,30,F,divorce,avance,40893,Noëldan,2024-11-18,regulier
1009,73,M,concubinage,intermediaire,75200,Rodrigues-sur-Menard,2024-05-12,occasionnel
1010,18,M,marie,debutant,32557,Sainte Agathe,2023-08-07,nouveau
1011,83,M,divorce,debutant,86545,Sainte Louise-les-Bains,2024-02-07,occasionnel
1012,46,M,marie,intermediaire,62905,Pereira-sur-Letellier,2025-05-15,nouveau
1013,63,M,divorce,intermediaire,31993,Guyot,2023-11-28,nouveau
1014,72,M,concubinage,intermediaire,37947,Mathieu,2024-12-07,nouveau
1015,69,F,celibataire,debutant,13523,Fouquet,2024-07-12,regulier
1016,67,F,divorce,intermediaire,47619,Albert-les-Bains,2025-04-02,regulier
1017,34,F,celibataire,debutant,81158,Costa-sur-Mer,2024-04-28,nouveau
1018,54,M,veuf,avance,76162,Saint Arthur,2024-08-02,nouveau
1019,60,M,concubinage,intermediaire,27420,Boulanger,2024-11-04,regulier
1020,33,M,divorce,debutant,30169,Weber,2025-05-23,regulier
1021,29,M,celibataire,intermediaire,33109,Sainte Margot,2025-05-04,nouveau
1022,41,M,marie,debutant,95345,Humbertnec,2024-07-12,nouveau
1023,19,M,divorce,intermediaire,55513,Lesage-sur-Mer,2024-10-30,nouveau
1024,81,M,concubinage,avance,41239,Baron,2024-03-28,occasionnel
1025,45,F,veuf,avance,02298,Charrier,2024-08-21,nouveau
1026,36,M,marie,avance,38895,Buisson-sur-Foucher,2024-01-15,nouveau
1027,53,F,concubinage,avance,09148,Adamnec,2023-09-26,nouveau
1028,56,F,divorce,avance,21672,Barre,2024-10-01,regulier
1029,68,M,marie,debutant,50858,Barbe,2024-01-23,occasionnel
1030,29,M,celibataire,avance,46162,Saint Julesdan,2025-02-11,regulier
1031,26,F,marie,debutant,09379,Martinez,2023-09-28,nouveau
1032,38,M,celibataire,avance,92874,Maréchal,2024-11-14,occasionnel
1033,67,F,veuf,intermediaire,78926,Martel,2025-03-23,nouveau
1034,30,F,marie,avance,49550,Roussel-sur-Chauvet,2025-03-02,nouveau
1035,82,F,celibataire,intermediaire,95384,FernandezVille,2024-09-09,occasionnel
1036,56,M,veuf,debutant,23134,Saint Hugues-sur-Mer,2023-11-04,regulier
1037,51,F,celibataire,avance,56629,Carlier,2024-07-19,occasionnel
1038,42,F,marie,intermediaire,89162,Hebert,2024-10-31,nouveau
1039,68,M,divorce,debutant,97226,Leroy,2023-12-02,regulier
1040,79,M,veuf,avance,54127,Sainte Rémy-les-Bains,2024-04-19,occasionnel
1041,21,M,divorce,avance,12454,Ferreira-sur-Ramos,2025-03-05,occasionnel
1042,84,M,marie,debutant,19838,Lejeune-sur-Joseph,2025-04-09,occasionnel
1043,52,F,divorce,intermediaire,70779,Bouvier,2025-03-16,occasionnel
