id,demande_id,temps_attente_minutes,heure_demande,jour_semaine,canal_utilise,priorite
3168,3168,36,12,mardi,physique,urgente
3169,3169,8,16,jeudi,telephone,faible
3170,3170,6,8,jeudi,physique,faible
3171,3171,35,12,mercredi,numerique,faible
3172,3172,39,14,lundi,visio,urgente
3173,3173,25,9,mercredi,physique,normale
3174,3174,6,17,mercredi,numerique,faible
3175,3175,6,16,jeudi,visio,urgente
3176,3176,39,14,jeudi,telephone,urgente
3177,3177,24,10,mardi,numerique,urgente
3178,3178,3,16,lundi,telephone,normale
3179,3179,10,17,jeudi,telephone,urgente
3180,3180,18,11,lundi,telephone,faible
3181,3181,20,8,vendredi,visio,normale
3182,3182,31,14,lundi,physique,normale
3183,3183,19,8,vendredi,numerique,normale
3184,3184,37,12,lundi,numerique,urgente
3185,3185,7,18,mardi,telephone,faible
3186,3186,3,18,mardi,physique,normale
3187,3187,15,9,jeudi,numerique,faible
3188,3188,36,14,vendredi,visio,urgente
3189,3189,13,17,jeudi,telephone,faible
3190,3190,18,18,mardi,visio,normale
3191,3191,34,12,lundi,physique,urgente
3192,3192,17,11,lundi,numerique,faible
3193,3193,12,8,jeudi,visio,urgente
3194,3194,9,18,mercredi,physique,normale
3195,3195,16,9,mercredi,visio,urgente
3196,3196,23,11,vendredi,visio,urgente
3197,3197,17,8,mardi,numerique,urgente
3198,3198,14,11,mercredi,numerique,urgente
3199,3199,4,15,lundi,visio,normale
3200,3200,8,16,lundi,numerique,faible
3201,3201,23,12,vendredi,telephone,faible
3202,3202,5,11,lundi,telephone,faible
3203,3203,7,8,jeudi,numerique,normale
3204,3204,11,11,lundi,physique,faible
3205,3205,20,10,vendredi,visio,normale
3206,3206,13,9,jeudi,numerique,urgente
3207,3207,11,17,mardi,visio,normale
3208,3208,12,11,mardi,numerique,faible
3209,3209,30,14,mardi,telephone,urgente
3210,3210,17,10,lundi,numerique,normale
3211,3211,19,16,vendredi,telephone,normale
3212,3212,8,17,vendredi,physique,faible
3213,3213,33,12,mercredi,telephone,faible
3214,3214,38,12,jeudi,physique,normale
3215,3215,25,12,jeudi,physique,faible
3216,3216,12,8,jeudi,visio,normale
3217,3217,4,17,lundi,physique,urgente
3218,3218,11,18,lundi,physique,normale
3219,3219,16,17,lundi,physique,faible
3220,3220,18,10,jeudi,telephone,faible
3221,3221,3,17,mardi,visio,normale
3222,3222,17,11,vendredi,numerique,urgente
3223,3223,19,15,mercredi,telephone,faible
3224,3224,33,12,jeudi,numerique,normale
3225,3225,24,12,lundi,physique,normale
3226,3226,20,15,lundi,telephone,urgente
3227,3227,10,16,jeudi,numerique,normale
3228,3228,6,10,lundi,telephone,urgente
3229,3229,14,15,lundi,telephone,normale
3230,3230,20,16,lundi,telephone,faible
3231,3231,20,16,lundi,telephone,urgente
3232,3232,24,11,mercredi,visio,urgente
3233,3233,15,16,mardi,visio,normale
3234,3234,8,10,mercredi,numerique,normale
3235,3235,18,14,mercredi,numerique,normale
3236,3236,15,12,lundi,numerique,faible
3237,3237,6,16,jeudi,numerique,urgente
3238,3238,3,17,mardi,visio,normale
3239,3239,7,16,lundi,telephone,urgente
3240,3240,9,16,mercredi,physique,faible
3241,3241,15,18,jeudi,telephone,normale
3242,3242,45,13,mardi,visio,urgente
3243,3243,5,9,lundi,physique,normale
3244,3244,16,16,lundi,physique,urgente
3245,3245,23,10,mercredi,numerique,faible
3246,3246,18,18,jeudi,visio,urgente
3247,3247,15,12,mercredi,telephone,urgente
3248,3248,3,16,lundi,visio,normale
3249,3249,5,17,lundi,visio,urgente
3250,3250,4,16,lundi,telephone,urgente
3251,3251,19,11,jeudi,numerique,normale
3252,3252,3,18,jeudi,telephone,normale
3253,3253,9,18,vendredi,telephone,normale
3254,3254,25,14,mercredi,numerique,normale
3255,3255,8,8,jeudi,physique,faible
3256,3256,10,15,lundi,telephone,normale
3257,3257,32,14,jeudi,physique,faible
3258,3258,5,8,mardi,physique,urgente
3259,3259,15,8,mardi,telephone,faible
3260,3260,18,18,vendredi,numerique,urgente
3261,3261,15,16,vendredi,visio,urgente
3262,3262,10,18,jeudi,visio,faible
3263,3263,14,8,mardi,visio,faible
3264,3264,31,12,vendredi,visio,urgente
3265,3265,19,18,mercredi,physique,urgente
3266,3266,23,14,lundi,physique,faible
3267,3267,14,15,mercredi,telephone,urgente
3268,3268,25,11,mercredi,visio,urgente
3269,3269,19,16,jeudi,numerique,faible
3270,3270,22,11,vendredi,physique,urgente
3271,3271,39,12,mercredi,numerique,urgente
3272,3272,7,18,vendredi,physique,normale
3273,3273,24,11,vendredi,physique,normale
3274,3274,8,18,jeudi,numerique,faible
3275,3275,16,9,mardi,visio,urgente
3276,3276,7,8,mercredi,physique,faible
3277,3277,17,9,jeudi,physique,urgente
3278,3278,30,14,lundi,numerique,urgente
3279,3279,13,10,lundi,physique,faible
3280,3280,9,15,vendredi,visio,urgente
3281,3281,16,15,lundi,telephone,faible
3282,3282,13,16,mardi,numerique,urgente
3283,3283,6,11,mercredi,telephone,normale
3284,3284,14,11,mercredi,numerique,faible
3285,3285,5,9,jeudi,visio,faible
3286,3286,33,14,mardi,numerique,normale
3287,3287,4,18,lundi,visio,faible
3288,3288,6,10,lundi,physique,normale
3289,3289,7,17,vendredi,visio,urgente
3290,3290,45,12,mardi,visio,normale
3291,3291,10,16,jeudi,numerique,normale
3292,3292,11,18,mercredi,visio,urgente
3293,3293,14,8,jeudi,numerique,normale
3294,3294,24,12,mardi,visio,faible
3295,3295,6,15,vendredi,physique,urgente
3296,3296,44,14,mardi,telephone,faible
3297,3297,40,13,lundi,physique,normale
3298,3298,15,9,jeudi,telephone,urgente
3299,3299,8,16,jeudi,physique,normale
3300,3300,44,13,mardi,visio,faible
3301,3301,19,15,lundi,numerique,normale
3302,3302,5,8,jeudi,numerique,faible
3303,3303,36,13,jeudi,numerique,urgente
3304,3304,6,10,vendredi,numerique,urgente
3305,3305,33,14,mardi,telephone,normale
3306,3306,33,14,mercredi,physique,faible
3307,3307,11,15,mardi,numerique,urgente
3308,3308,16,10,mercredi,numerique,faible
3309,3309,23,10,lundi,telephone,faible
3310,3310,11,10,jeudi,telephone,faible
3311,3311,14,10,mardi,numerique,faible
3312,3312,14,8,mardi,numerique,normale
3313,3313,17,15,jeudi,visio,faible
3314,3314,14,17,jeudi,numerique,urgente
3315,3315,15,8,mardi,physique,faible
3316,3316,6,16,lundi,numerique,urgente
3317,3317,31,14,mardi,telephone,faible
3318,3318,18,10,vendredi,telephone,urgente
3319,3319,8,9,vendredi,visio,urgente
3320,3320,43,14,lundi,numerique,faible
3321,3321,5,18,vendredi,physique,faible
3322,3322,11,17,jeudi,visio,urgente
3323,3323,5,8,jeudi,physique,urgente
3324,3324,10,17,mercredi,telephone,faible
3325,3325,15,14,jeudi,physique,normale
3326,3326,27,12,lundi,physique,faible
3327,3327,10,9,lundi,numerique,normale
3328,3328,10,15,jeudi,numerique,faible
3329,3329,7,8,mardi,numerique,faible
3330,3330,40,13,jeudi,physique,normale
3331,3331,29,13,jeudi,visio,urgente
3332,3332,8,9,mardi,visio,normale
3333,3333,14,16,mardi,physique,faible
3334,3334,10,15,mercredi,visio,urgente
3335,3335,6,17,jeudi,numerique,normale
3336,3336,17,9,mardi,visio,faible
3337,3337,6,18,vendredi,numerique,urgente
3338,3338,6,11,lundi,numerique,urgente
3339,3339,11,15,lundi,numerique,faible
3340,3340,19,13,vendredi,numerique,urgente
3341,3341,20,11,jeudi,visio,normale
3342,3342,17,15,mardi,physique,urgente
3343,3343,12,8,vendredi,telephone,urgente
3344,3344,28,12,mardi,physique,normale
3345,3345,19,15,vendredi,telephone,urgente
3346,3346,11,9,jeudi,telephone,urgente
3347,3347,7,15,mardi,numerique,normale
3348,3348,16,8,mardi,numerique,normale
3349,3349,10,16,jeudi,physique,normale
3350,3350,21,9,jeudi,telephone,normale
3351,3351,27,12,mardi,physique,urgente
3352,3352,17,17,jeudi,numerique,normale
3353,3353,17,11,mercredi,physique,normale
3354,3354,3,17,vendredi,telephone,faible
3355,3355,20,17,vendredi,visio,urgente
3356,3356,6,18,vendredi,telephone,normale
3357,3357,38,12,mercredi,telephone,urgente
3358,3358,17,8,vendredi,physique,faible
3359,3359,42,12,mercredi,physique,urgente
3360,3360,32,12,lundi,telephone,urgente
3361,3361,20,8,jeudi,visio,normale
3362,3362,17,9,lundi,physique,urgente
3363,3363,17,17,lundi,physique,normale
3364,3364,16,10,jeudi,numerique,faible
3365,3365,26,14,jeudi,visio,normale
3366,3366,8,17,mercredi,physique,faible
3367,3367,45,12,mercredi,numerique,urgente
3368,3368,40,12,lundi,physique,normale
3369,3369,25,11,lundi,numerique,faible
3370,3370,5,17,vendredi,visio,urgente
3371,3371,19,18,vendredi,telephone,normale
3372,3372,7,18,jeudi,physique,urgente
3373,3373,17,9,mardi,numerique,normale
3374,3374,13,15,lundi,physique,urgente
3375,3375,11,18,mardi,physique,faible
3376,3376,37,14,mercredi,visio,faible
3377,3377,36,12,vendredi,visio,faible
3378,3378,16,13,jeudi,numerique,urgente
3379,3379,34,12,mercredi,numerique,faible
3380,3380,9,8,jeudi,telephone,faible
3381,3381,11,18,lundi,numerique,urgente
3382,3382,10,18,jeudi,telephone,faible
3383,3383,14,10,jeudi,physique,urgente
3384,3384,26,14,mardi,visio,normale
3385,3385,13,8,lundi,physique,urgente
3386,3386,20,8,mardi,physique,normale
3387,3387,7,16,vendredi,physique,faible
3388,3388,17,13,mercredi,visio,urgente
3389,3389,8,11,jeudi,visio,normale
3390,3390,8,8,jeudi,telephone,faible
3391,3391,15,10,jeudi,physique,normale
3392,3392,26,13,mardi,physique,normale
3393,3393,14,17,vendredi,numerique,faible
3394,3394,22,12,mercredi,physique,normale
3395,3395,21,12,lundi,visio,normale
3396,3396,29,14,mardi,physique,urgente
3397,3397,5,15,lundi,telephone,normale
3398,3398,25,13,lundi,numerique,urgente
3399,3399,9,10,jeudi,visio,faible
3400,3400,20,12,vendredi,telephone,normale
3401,3401,24,9,mardi,numerique,normale
3402,3402,6,16,mardi,numerique,normale
3403,3403,18,15,lundi,numerique,urgente
3404,3404,19,9,jeudi,numerique,urgente
3405,3405,12,18,jeudi,telephone,normale
3406,3406,37,14,lundi,visio,urgente
3407,3407,13,9,mardi,visio,faible
3408,3408,5,11,mardi,visio,normale
3409,3409,7,10,lundi,numerique,faible
3410,3410,14,15,mardi,physique,urgente
3411,3411,8,11,mardi,telephone,normale
3412,3412,17,16,jeudi,telephone,urgente
3413,3413,15,16,vendredi,physique,urgente
3414,3414,7,18,mercredi,physique,urgente
3415,3415,13,9,jeudi,telephone,normale
3416,3416,45,13,mardi,numerique,urgente
3417,3417,44,13,vendredi,visio,faible
3418,3418,23,13,vendredi,telephone,normale
3419,3419,29,13,mardi,physique,urgente
3420,3420,35,12,vendredi,numerique,faible
3421,3421,19,14,vendredi,visio,urgente
3422,3422,13,16,mercredi,telephone,normale
3423,3423,28,14,mercredi,physique,urgente
3424,3424,4,16,mercredi,physique,urgente
3425,3425,23,11,lundi,numerique,urgente
3426,3426,3,18,jeudi,visio,urgente
3427,3427,14,17,mardi,physique,normale
3428,3428,11,16,vendredi,physique,urgente
3429,3429,25,14,lundi,physique,faible
3430,3430,17,16,mardi,telephone,faible
3431,3431,14,8,mardi,telephone,faible
3432,3432,13,15,jeudi,telephone,urgente
3433,3433,31,14,mercredi,numerique,faible
3434,3434,18,17,mercredi,telephone,urgente
3435,3435,9,18,lundi,numerique,faible
3436,3436,13,16,vendredi,numerique,urgente
3437,3437,22,10,mardi,numerique,urgente
3438,3438,23,10,vendredi,numerique,faible
3439,3439,19,15,jeudi,physique,urgente
3440,3440,28,13,lundi,physique,urgente
3441,3441,37,13,jeudi,telephone,faible
3442,3442,15,14,lundi,visio,normale
3443,3443,33,12,vendredi,physique,normale
3444,3444,15,10,vendredi,physique,normale
3445,3445,20,9,jeudi,numerique,faible
3446,3446,45,14,jeudi,visio,urgente
3447,3447,17,9,lundi,telephone,faible
3448,3448,17,11,vendredi,physique,urgente
3449,3449,16,12,jeudi,numerique,normale
3450,3450,20,10,vendredi,physique,urgente
3451,3451,17,18,mardi,telephone,normale
3452,3452,13,11,lundi,physique,urgente
3453,3453,20,16,lundi,numerique,faible
3454,3454,5,15,jeudi,visio,normale
3455,3455,15,8,mardi,numerique,normale
3456,3456,8,16,vendredi,numerique,normale
3457,3457,17,11,lundi,physique,faible
3458,3458,14,16,lundi,physique,normale
3459,3459,19,17,lundi,physique,normale
3460,3460,8,16,jeudi,numerique,faible
3461,3461,23,10,jeudi,visio,faible
3462,3462,17,18,mercredi,numerique,urgente
3463,3463,40,12,vendredi,visio,faible
3464,3464,19,17,mercredi,visio,faible
3465,3465,39,13,jeudi,visio,faible
3466,3466,26,14,mardi,visio,normale
3467,3467,20,13,mercredi,telephone,urgente
3468,3468,16,17,vendredi,physique,normale
3469,3469,10,18,vendredi,visio,urgente
3470,3470,15,17,jeudi,telephone,normale
3471,3471,20,12,lundi,physique,faible
3472,3472,25,9,mardi,visio,faible
3473,3473,3,18,vendredi,telephone,urgente
3474,3474,10,10,jeudi,telephone,normale
3475,3475,19,9,jeudi,numerique,normale
3476,3476,39,14,lundi,numerique,normale
3477,3477,8,18,jeudi,telephone,urgente
3478,3478,14,10,lundi,telephone,faible
3479,3479,4,16,mardi,visio,normale
3480,3480,8,18,mercredi,visio,urgente
3481,3481,25,12,mercredi,telephone,faible
3482,3482,8,16,vendredi,numerique,urgente
3483,3483,16,18,lundi,telephone,normale
3484,3484,35,12,mardi,visio,normale
3485,3485,15,11,mardi,visio,normale
3486,3486,10,17,lundi,physique,normale
3487,3487,19,16,lundi,physique,faible
3488,3488,14,10,mardi,visio,urgente
3489,3489,3,8,lundi,telephone,urgente
3490,3490,15,14,mercredi,physique,faible
3491,3491,28,12,mercredi,telephone,faible
3492,3492,3,18,lundi,physique,faible
3493,3493,18,14,vendredi,numerique,faible
3494,3494,19,16,vendredi,telephone,urgente
3495,3495,14,9,mardi,visio,normale
3496,3496,9,10,mardi,visio,urgente
3497,3497,23,10,vendredi,physique,normale
3498,3498,20,11,lundi,numerique,faible
3499,3499,20,8,mardi,visio,urgente
3500,3500,20,12,vendredi,numerique,normale
3501,3501,4,17,lundi,telephone,urgente
3502,3502,18,18,mercredi,physique,normale
3503,3503,37,13,jeudi,physique,urgente
3504,3504,20,18,jeudi,telephone,faible
3505,3505,13,15,mercredi,numerique,faible
3506,3506,12,17,lundi,telephone,normale
3507,3507,13,16,mardi,visio,urgente
3508,3508,32,12,mardi,numerique,urgente
3509,3509,25,13,jeudi,physique,faible
3510,3510,18,8,lundi,telephone,urgente
3511,3511,9,8,lundi,physique,normale
3512,3512,8,18,lundi,physique,normale
3513,3513,7,8,jeudi,numerique,normale
3514,3514,16,17,jeudi,visio,faible
3515,3515,22,11,jeudi,numerique,normale
3516,3516,18,9,lundi,physique,faible
3517,3517,10,17,lundi,visio,normale
3518,3518,8,17,lundi,numerique,normale
3519,3519,12,15,jeudi,physique,urgente
3520,3520,20,15,mercredi,telephone,urgente
3521,3521,8,17,jeudi,numerique,normale
3522,3522,20,17,jeudi,visio,normale
3523,3523,29,12,mercredi,telephone,urgente
3524,3524,41,13,vendredi,physique,faible
3525,3525,10,18,mardi,numerique,faible
3526,3526,19,14,mardi,telephone,faible
3527,3527,12,18,mardi,telephone,normale
3528,3528,30,12,mardi,telephone,urgente
3529,3529,10,9,mardi,visio,normale
3530,3530,16,14,vendredi,visio,faible
3531,3531,25,12,mardi,telephone,faible
3532,3532,10,15,mercredi,visio,normale
3533,3533,29,14,jeudi,visio,faible
3534,3534,16,15,lundi,physique,normale
3535,3535,13,9,lundi,physique,urgente
3536,3536,10,9,mardi,visio,faible
3537,3537,15,10,lundi,telephone,normale
3538,3538,18,11,mercredi,numerique,faible
3539,3539,42,12,lundi,telephone,urgente
3540,3540,11,11,jeudi,telephone,normale
3541,3541,3,18,vendredi,visio,urgente
3542,3542,16,15,jeudi,physique,urgente
3543,3543,7,8,lundi,visio,normale
3544,3544,3,16,vendredi,visio,urgente
3545,3545,9,8,mardi,numerique,normale
3546,3546,38,13,jeudi,physique,urgente
3547,3547,12,11,lundi,physique,normale
3548,3548,8,9,vendredi,physique,urgente
3549,3549,6,8,lundi,telephone,normale
3550,3550,3,17,jeudi,visio,normale
3551,3551,16,8,mardi,visio,normale
3552,3552,19,15,lundi,physique,normale
3553,3553,35,14,lundi,telephone,faible
3554,3554,5,8,jeudi,visio,urgente
3555,3555,6,18,lundi,telephone,faible
3556,3556,28,13,jeudi,numerique,faible
3557,3557,7,18,vendredi,telephone,urgente
3558,3558,15,14,mardi,visio,normale
3559,3559,34,13,mercredi,physique,faible
3560,3560,10,10,mardi,telephone,faible
3561,3561,20,11,jeudi,numerique,faible
3562,3562,15,15,mardi,numerique,normale
3563,3563,3,8,mercredi,physique,urgente
3564,3564,14,18,jeudi,physique,faible
3565,3565,22,9,mardi,numerique,urgente
3566,3566,7,10,mardi,numerique,faible
3567,3567,20,10,mercredi,numerique,normale
3568,3568,7,11,mercredi,numerique,faible
3569,3569,29,12,mardi,visio,faible
3570,3570,39,14,jeudi,numerique,normale
3571,3571,8,9,mardi,visio,normale
3572,3572,17,11,mercredi,numerique,urgente
3573,3573,39,12,mardi,physique,normale
3574,3574,38,13,vendredi,numerique,normale
3575,3575,45,13,lundi,physique,urgente
3576,3576,21,12,vendredi,physique,faible
3577,3577,21,10,jeudi,telephone,normale
3578,3578,36,12,lundi,numerique,urgente
3579,3579,20,14,mercredi,numerique,normale
3580,3580,45,13,lundi,numerique,faible
3581,3581,17,13,jeudi,numerique,normale
3582,3582,30,13,lundi,numerique,urgente
3583,3583,9,16,jeudi,numerique,normale
3584,3584,18,10,vendredi,visio,urgente
3585,3585,16,11,vendredi,numerique,normale
3586,3586,5,10,mardi,telephone,normale
3587,3587,3,18,mardi,physique,urgente
3588,3588,3,15,vendredi,physique,urgente
3589,3589,8,17,mercredi,visio,faible
3590,3590,18,10,jeudi,visio,urgente
3591,3591,27,12,mercredi,telephone,faible
3592,3592,11,17,mardi,visio,urgente
3593,3593,22,11,mercredi,telephone,faible
3594,3594,17,13,mercredi,telephone,normale
3595,3595,16,18,lundi,numerique,faible
3596,3596,20,18,lundi,visio,urgente
3597,3597,25,10,mardi,numerique,normale
3598,3598,21,13,mercredi,visio,normale
3599,3599,10,17,mercredi,visio,urgente
3600,3600,16,9,lundi,visio,urgente
3601,3601,21,10,jeudi,physique,faible
3602,3602,16,8,vendredi,physique,normale
3603,3603,40,12,jeudi,telephone,urgente
3604,3604,15,8,lundi,numerique,normale
3605,3605,34,14,lundi,telephone,urgente
3606,3606,19,9,jeudi,physique,faible
3607,3607,8,10,vendredi,numerique,urgente
3608,3608,17,12,mardi,visio,urgente
3609,3609,11,17,mardi,physique,normale
3610,3610,26,12,mardi,visio,faible
3611,3611,18,10,lundi,visio,urgente
3612,3612,40,13,mardi,physique,normale
3613,3613,5,16,mercredi,telephone,urgente
3614,3614,25,9,jeudi,telephone,urgente
3615,3615,21,12,vendredi,telephone,faible
3616,3616,17,17,mercredi,numerique,urgente
3617,3617,6,9,vendredi,visio,normale
3618,3618,38,14,mercredi,visio,urgente
3619,3619,16,10,vendredi,numerique,urgente
3620,3620,12,10,lundi,numerique,urgente
3621,3621,3,17,jeudi,visio,urgente
3622,3622,31,14,vendredi,visio,urgente
3623,3623,38,14,mardi,visio,urgente
3624,3624,19,15,lundi,numerique,normale
3625,3625,17,15,mercredi,physique,normale
3626,3626,16,8,mardi,numerique,faible
3627,3627,33,13,mercredi,physique,urgente
3628,3628,40,13,mardi,telephone,faible
3629,3629,14,11,vendredi,physique,normale
3630,3630,12,11,vendredi,visio,faible
3631,3631,23,13,mardi,physique,urgente
3632,3632,4,8,jeudi,numerique,normale
3633,3633,13,9,mardi,telephone,normale
3634,3634,13,9,lundi,numerique,faible
3635,3635,7,9,mardi,numerique,urgente
3636,3636,25,13,mardi,telephone,faible
3637,3637,11,17,lundi,numerique,urgente
3638,3638,12,8,lundi,numerique,urgente
3639,3639,25,9,mercredi,numerique,normale
3640,3640,4,17,mercredi,physique,normale
3641,3641,6,8,lundi,visio,faible
3642,3642,3,8,vendredi,numerique,faible
3643,3643,22,11,mardi,physique,faible
3644,3644,19,15,vendredi,telephone,urgente
3645,3645,18,13,vendredi,physique,urgente
3646,3646,13,18,mardi,visio,normale
3647,3647,23,11,jeudi,numerique,faible
3648,3648,9,15,lundi,telephone,normale
3649,3649,38,13,lundi,numerique,normale
3650,3650,16,15,lundi,physique,faible
3651,3651,13,16,jeudi,physique,normale
3652,3652,11,16,jeudi,physique,faible
3653,3653,3,8,jeudi,telephone,faible
3654,3654,43,13,vendredi,physique,faible
3655,3655,19,15,lundi,physique,normale
3656,3656,6,9,mercredi,numerique,faible
3657,3657,8,16,vendredi,numerique,faible
3658,3658,39,13,mercredi,numerique,urgente
3659,3659,40,14,vendredi,physique,faible
3660,3660,9,8,mercredi,visio,normale
3661,3661,30,12,vendredi,numerique,faible
3662,3662,29,14,mardi,numerique,faible
3663,3663,44,12,mercredi,numerique,normale
3664,3664,6,8,mardi,telephone,faible
3665,3665,24,10,vendredi,numerique,urgente
3666,3666,6,10,lundi,visio,urgente
3667,3667,7,18,mercredi,numerique,urgente
3668,3668,7,11,lundi,visio,normale
3669,3669,30,14,lundi,numerique,urgente
3670,3670,30,13,lundi,numerique,normale
3671,3671,20,17,mardi,physique,urgente
3672,3672,13,11,jeudi,telephone,faible
3673,3673,9,16,vendredi,telephone,faible
3674,3674,8,11,jeudi,visio,urgente
3675,3675,15,16,vendredi,numerique,normale
3676,3676,30,13,vendredi,numerique,urgente
3677,3677,26,12,vendredi,physique,faible
3678,3678,45,14,mercredi,telephone,urgente
3679,3679,11,10,mercredi,telephone,normale
3680,3680,11,8,lundi,visio,faible
3681,3681,6,9,vendredi,telephone,normale
3682,3682,23,10,jeudi,telephone,faible
3683,3683,22,14,mercredi,visio,normale
3684,3684,10,15,mardi,telephone,urgente
3685,3685,24,10,mercredi,visio,faible
3686,3686,11,9,mardi,numerique,normale
3687,3687,15,16,lundi,visio,urgente
3688,3688,5,17,mardi,physique,faible
3689,3689,16,11,vendredi,telephone,faible
3690,3690,18,8,jeudi,numerique,urgente
3691,3691,7,15,lundi,telephone,normale
3692,3692,3,17,vendredi,telephone,normale
3693,3693,27,13,mardi,physique,faible
3694,3694,16,10,vendredi,telephone,faible
3695,3695,24,10,vendredi,visio,urgente
3696,3696,19,10,jeudi,numerique,normale
3697,3697,5,18,vendredi,telephone,normale
3698,3698,32,12,mardi,physique,faible
3699,3699,7,15,jeudi,physique,urgente
3700,3700,14,18,mercredi,numerique,urgente
3701,3701,21,10,mercredi,visio,urgente
3702,3702,13,15,jeudi,numerique,faible
3703,3703,14,17,lundi,telephone,urgente
3704,3704,21,10,jeudi,telephone,faible
3705,3705,15,17,lundi,physique,urgente
3706,3706,29,12,mercredi,numerique,normale
3707,3707,10,15,jeudi,telephone,urgente
3708,3708,16,11,mardi,numerique,urgente
3709,3709,33,13,lundi,numerique,faible
3710,3710,9,16,mardi,numerique,normale
3711,3711,19,9,jeudi,visio,normale
3712,3712,11,9,mardi,telephone,faible
3713,3713,13,10,mercredi,telephone,urgente
3714,3714,16,15,lundi,physique,faible
3715,3715,10,17,mercredi,visio,faible
3716,3716,22,14,mercredi,physique,urgente
3717,3717,18,18,mardi,numerique,urgente
3718,3718,14,17,lundi,physique,normale
3719,3719,5,15,mardi,telephone,urgente
3720,3720,6,9,lundi,visio,normale
3721,3721,37,14,jeudi,telephone,faible
3722,3722,36,14,lundi,telephone,faible
3723,3723,13,16,mardi,numerique,urgente
3724,3724,14,8,vendredi,numerique,normale
3725,3725,5,10,vendredi,visio,urgente
3726,3726,10,8,vendredi,physique,faible
3727,3727,18,12,lundi,telephone,faible
3728,3728,18,13,mercredi,numerique,normale
3729,3729,36,14,mardi,telephone,faible
3730,3730,10,15,mercredi,numerique,normale
3731,3731,6,17,vendredi,visio,faible
3732,3732,19,15,lundi,telephone,urgente
3733,3733,18,16,vendredi,physique,faible
3734,3734,17,8,jeudi,telephone,faible
3735,3735,6,11,lundi,telephone,faible
3736,3736,11,16,mercredi,physique,normale
3737,3737,23,10,mercredi,telephone,urgente
3738,3738,20,11,vendredi,physique,faible
3739,3739,8,18,mardi,physique,faible
3740,3740,15,16,mardi,physique,urgente
3741,3741,34,14,jeudi,visio,faible
3742,3742,16,16,lundi,telephone,faible
3743,3743,23,13,mercredi,telephone,urgente
3744,3744,7,10,lundi,visio,faible
3745,3745,44,12,jeudi,visio,urgente
3746,3746,7,18,lundi,telephone,faible
3747,3747,23,11,mercredi,physique,faible
3748,3748,18,12,lundi,physique,urgente
3749,3749,22,11,jeudi,numerique,faible
3750,3750,43,12,jeudi,telephone,faible
3751,3751,10,15,mardi,physique,normale
3752,3752,25,10,mercredi,telephone,faible
3753,3753,13,15,jeudi,physique,normale
3754,3754,18,8,lundi,visio,faible
3755,3755,7,18,jeudi,visio,normale
3756,3756,44,13,mardi,visio,urgente
3757,3757,24,11,jeudi,numerique,urgente
3758,3758,19,16,jeudi,physique,faible
3759,3759,12,10,mercredi,telephone,urgente
3760,3760,5,18,vendredi,physique,normale
3761,3761,15,12,lundi,numerique,normale
3762,3762,22,9,jeudi,visio,faible
3763,3763,20,10,jeudi,visio,normale
3764,3764,22,14,mercredi,visio,urgente
3765,3765,32,14,jeudi,numerique,normale
3766,3766,21,11,mardi,visio,faible
3767,3767,13,8,mercredi,telephone,faible
3768,3768,35,13,vendredi,numerique,urgente
3769,3769,25,11,jeudi,visio,urgente
3770,3770,12,9,vendredi,physique,faible
3771,3771,5,8,mercredi,telephone,normale
3772,3772,35,12,mercredi,physique,faible
3773,3773,21,11,vendredi,visio,urgente
3774,3774,12,8,jeudi,visio,faible
3775,3775,3,18,vendredi,numerique,faible
3776,3776,5,16,lundi,telephone,faible
3777,3777,5,15,lundi,numerique,normale
3778,3778,11,16,jeudi,numerique,normale
3779,3779,8,9,jeudi,visio,normale
3780,3780,14,9,mercredi,physique,normale
3781,3781,15,17,jeudi,visio,urgente
3782,3782,4,17,vendredi,visio,normale
3783,3783,18,15,mardi,physique,urgente
3784,3784,38,14,mercredi,telephone,faible
3785,3785,10,10,lundi,telephone,urgente
3786,3786,16,12,jeudi,physique,normale
3787,3787,10,18,vendredi,numerique,faible
3788,3788,24,9,mardi,numerique,faible
3789,3789,7,9,lundi,telephone,normale
3790,3790,19,15,mardi,physique,urgente
3791,3791,43,14,jeudi,visio,faible
3792,3792,17,16,lundi,numerique,normale
3793,3793,23,14,vendredi,numerique,faible
3794,3794,14,8,mardi,physique,urgente
3795,3795,15,10,vendredi,visio,faible
3796,3796,37,14,vendredi,numerique,urgente
3797,3797,45,12,vendredi,numerique,normale
3798,3798,13,18,vendredi,telephone,faible
3799,3799,14,18,lundi,physique,normale
3800,3800,17,13,mardi,telephone,urgente
3801,3801,7,18,mardi,telephone,urgente
3802,3802,15,17,lundi,visio,faible
3803,3803,13,9,lundi,numerique,normale
3804,3804,5,16,mercredi,physique,normale
3805,3805,6,16,mardi,numerique,normale
3806,3806,17,18,lundi,physique,urgente
3807,3807,13,9,jeudi,physique,normale
3808,3808,8,17,vendredi,physique,faible
3809,3809,6,18,jeudi,visio,faible
3810,3810,6,15,mercredi,numerique,urgente
3811,3811,10,10,mercredi,physique,urgente
3812,3812,20,18,mercredi,telephone,urgente
3813,3813,17,11,mardi,telephone,urgente
3814,3814,19,10,jeudi,telephone,faible
3815,3815,30,13,lundi,visio,faible
3816,3816,39,14,jeudi,numerique,normale
3817,3817,15,18,mardi,numerique,faible
3818,3818,13,10,vendredi,physique,urgente
